evidence_id,source_name,target_name,interaction_type,doi,chunk_id,section,pmid,compared_property,reported_value,claim_status,category,corresponding_sentence
200fc3c57932,pepsin hydrolysis,emulsifying activity index,INCREASED,10-1002_cche-10383,10-1002_cche-10383_abstract1,abstract,10-1002_cche-10383,,,observed,treatment_property_change,"The emulsifying activity index (EAI) of the CPI increased following hydrolysis with all enzymes at pH 4.0 and 10.0, while at pH 7.0 no changes were observed."
5fd24ab691c5,papain hydrolysis,emulsifying activity index,INCREASED,10-1002_cche-10383,10-1002_cche-10383_abstract1,abstract,10-1002_cche-10383,,,observed,treatment_property_change,"The emulsifying activity index (EAI) of the CPI increased following hydrolysis with all enzymes at pH 4.0 and 10.0, while at pH 7.0 no changes were observed."
4909e3574e23,trypsin hydrolysis,emulsifying activity index,INCREASED,10-1002_cche-10383,10-1002_cche-10383_abstract1,abstract,10-1002_cche-10383,,,observed,treatment_property_change,"The emulsifying activity index (EAI) of the CPI increased following hydrolysis with all enzymes at pH 4.0 and 10.0, while at pH 7.0 no changes were observed."
1ae45dc21fbc,pepsin hydrolysis,emulsifying activity index,INCREASED,10-1002_cche-10383,10-1002_cche-10383_abstract1,abstract,10-1002_cche-10383,,,observed,treatment_property_change,"The emulsifying activity index (EAI) of the CPI increased following hydrolysis with all enzymes at pH 4.0 and 10.0, while at pH 7.0 no changes were observed."
3a4ff81d0dcb,papain hydrolysis,emulsifying activity index,INCREASED,10-1002_cche-10383,10-1002_cche-10383_abstract1,abstract,10-1002_cche-10383,,,observed,treatment_property_change,"The emulsifying activity index (EAI) of the CPI increased following hydrolysis with all enzymes at pH 4.0 and 10.0, while at pH 7.0 no changes were observed."
9341ad7ce05a,trypsin hydrolysis,emulsifying activity index,NO_SIGNIFICANT_CHANGE,10-1002_cche-10383,10-1002_cche-10383_abstract1,abstract,10-1002_cche-10383,,,observed,treatment_property_change,"The emulsifying activity index (EAI) of the CPI increased following hydrolysis with all enzymes at pH 4.0 and 10.0, while at pH 7.0 no changes were observed."
2e76afef0cec,pepsin hydrolysis,emulsifying activity index,NO_SIGNIFICANT_CHANGE,10-1002_cche-10383,10-1002_cche-10383_abstract1,abstract,10-1002_cche-10383,,,observed,treatment_property_change,"The emulsifying activity index (EAI) of the CPI increased following hydrolysis with all enzymes at pH 4.0 and 10.0, while at pH 7.0 no changes were observed."
db775ee457fe,papain hydrolysis,emulsifying activity index,NO_SIGNIFICANT_CHANGE,10-1002_cche-10383,10-1002_cche-10383_abstract1,abstract,10-1002_cche-10383,,,observed,treatment_property_change,"The emulsifying activity index (EAI) of the CPI increased following hydrolysis with all enzymes at pH 4.0 and 10.0, while at pH 7.0 no changes were observed."
c6f92c6d93b2,trypsin hydrolysis,emulsification stability index,INCREASED,10-1002_cche-10383,10-1002_cche-10383_abstract1,abstract,10-1002_cche-10383,,,observed,treatment_property_change,"The emulsifying stability index (ESI) of the CPI increased following trypsin treatment at pH 4.0; at pH 10.0 emulsions appeared stable, exhibiting no separation over a 30-min period."
7a5ef0eebb12,trypsin hydrolysis,emulsification stability index,EXHIBITED,10-1002_cche-10383,10-1002_cche-10383_abstract1,abstract,10-1002_cche-10383,,no separation over a 30-min period,observed,treatment_property_change,"The emulsifying stability index (ESI) of the CPI increased following trypsin treatment at pH 4.0; at pH 10.0 emulsions appeared stable, exhibiting no separation over a 30-min period."
6f91f492ff15,trypsin hydrolysis,foaming capacity,INCREASED,10-1002_cche-10383,10-1002_cche-10383_abstract1,abstract,10-1002_cche-10383,,,observed,treatment_property_change,"Foaming capacity (FC) increased following enzyme treatments at pH 4.0, pH 7.0, and more dramatically at pH 10.0."
f31bebe88239,pepsin hydrolysis,foaming capacity,INCREASED,10-1002_cche-10383,10-1002_cche-10383_abstract1,abstract,10-1002_cche-10383,,,observed,treatment_property_change,"Foaming capacity (FC) increased following enzyme treatments at pH 4.0, pH 7.0, and more dramatically at pH 10.0."
686fb67fabaa,papain hydrolysis,foaming capacity,INCREASED,10-1002_cche-10383,10-1002_cche-10383_abstract1,abstract,10-1002_cche-10383,,,observed,treatment_property_change,"Foaming capacity (FC) increased following enzyme treatments at pH 4.0, pH 7.0, and more dramatically at pH 10.0."
19678f0e43e1,trypsin hydrolysis,foaming capacity,INCREASED,10-1002_cche-10383,10-1002_cche-10383_abstract1,abstract,10-1002_cche-10383,,,observed,treatment_property_change,"Foaming capacity (FC) increased following enzyme treatments at pH 4.0, pH 7.0, and more dramatically at pH 10.0."
8c0b15f82c34,pepsin hydrolysis,foaming capacity,INCREASED,10-1002_cche-10383,10-1002_cche-10383_abstract1,abstract,10-1002_cche-10383,,,observed,treatment_property_change,"Foaming capacity (FC) increased following enzyme treatments at pH 4.0, pH 7.0, and more dramatically at pH 10.0."
ac968a22c2ce,papain hydrolysis,foaming capacity,INCREASED,10-1002_cche-10383,10-1002_cche-10383_abstract1,abstract,10-1002_cche-10383,,,observed,treatment_property_change,"Foaming capacity (FC) increased following enzyme treatments at pH 4.0, pH 7.0, and more dramatically at pH 10.0."
baaf54cbef80,trypsin hydrolysis,foaming capacity,INCREASED,10-1002_cche-10383,10-1002_cche-10383_abstract1,abstract,10-1002_cche-10383,,,observed,treatment_property_change,"Foaming capacity (FC) increased following enzyme treatments at pH 4.0, pH 7.0, and more dramatically at pH 10.0."
39101b796e5f,pepsin hydrolysis,foaming capacity,INCREASED,10-1002_cche-10383,10-1002_cche-10383_abstract1,abstract,10-1002_cche-10383,,,observed,treatment_property_change,"Foaming capacity (FC) increased following enzyme treatments at pH 4.0, pH 7.0, and more dramatically at pH 10.0."
1a76e35f43b3,papain hydrolysis,foaming capacity,INCREASED,10-1002_cche-10383,10-1002_cche-10383_abstract1,abstract,10-1002_cche-10383,,,observed,treatment_property_change,"Foaming capacity (FC) increased following enzyme treatments at pH 4.0, pH 7.0, and more dramatically at pH 10.0."
90259865cdb1,trypsin hydrolysis,foaming stability,DECREASED,10-1002_cche-10383,10-1002_cche-10383_abstract1,abstract,10-1002_cche-10383,,,observed,treatment_property_change,Foaming stability (FS) worsened at pH 10.0 following higher levels of trypsin hydrolysis (DH > 10%).
db4e5bf56987,papain hydrolysis,emulsification properties,INCREASED,10-1002_cche-10383,10-1002_cche-10383_abstract1,abstract,10-1002_cche-10383,,,observed,treatment_property_change,"Approximately 15% hydrolysis with papain was shown as the best conditions to augment the emulsifying, foaming and water holding properties of a CPI material, potentially allowing for the generation of specialized chickpea protein ingredients."
6f86961ce68c,papain hydrolysis,foaming properties,INCREASED,10-1002_cche-10383,10-1002_cche-10383_abstract1,abstract,10-1002_cche-10383,,,observed,treatment_property_change,"Approximately 15% hydrolysis with papain was shown as the best conditions to augment the emulsifying, foaming and water holding properties of a CPI material, potentially allowing for the generation of specialized chickpea protein ingredients."
88a40b246bb7,papain hydrolysis,water holding capacity,INCREASED,10-1002_cche-10383,10-1002_cche-10383_abstract1,abstract,10-1002_cche-10383,,,observed,treatment_property_change,"Approximately 15% hydrolysis with papain was shown as the best conditions to augment the emulsifying, foaming and water holding properties of a CPI material, potentially allowing for the generation of specialized chickpea protein ingredients."
a9c79701aae6,enzymatic hydrolysis,emulsifying activity/capacity,INCREASED,10-1002_cche-10383,10-1002_cche-10383_intro1,intro,10-1002_cche-10383,,,hypothesis,treatment_property_change,"It was initially anticipated that hydrolysis of <10% would result in the creation of strong emulsifying and foaming agents, while diminishing returns were expected to follow upon higher levels of hydrolysis."
4cd5fb003aea,enzymatic hydrolysis,foaming capacity,INCREASED,10-1002_cche-10383,10-1002_cche-10383_intro1,intro,10-1002_cche-10383,,,hypothesis,treatment_property_change,"It was initially anticipated that hydrolysis of <10% would result in the creation of strong emulsifying and foaming agents, while diminishing returns were expected to follow upon higher levels of hydrolysis."
d821ccbd577e,trypsin hydrolysis,degree of hydrolysis,EXHIBITED,10-1002_cche-10383,10-1002_cche-10383_methods1,methods,10-1002_cche-10383,,3.7%,observed,treatment_property_change,"Analysis of the CPI hydrolysates gave the following %DH values: trypsin, 3.7%, 8.3%, and 17.3%; pepsin, 3.0%, 9.2%, and 13.3%; papain, 5.0%, 12.4%, and 14.8%."
43f948f553b7,trypsin hydrolysis,degree of hydrolysis,EXHIBITED,10-1002_cche-10383,10-1002_cche-10383_methods1,methods,10-1002_cche-10383,,8.3%,observed,treatment_property_change,"Analysis of the CPI hydrolysates gave the following %DH values: trypsin, 3.7%, 8.3%, and 17.3%; pepsin, 3.0%, 9.2%, and 13.3%; papain, 5.0%, 12.4%, and 14.8%."
341f4764a947,trypsin hydrolysis,degree of hydrolysis,EXHIBITED,10-1002_cche-10383,10-1002_cche-10383_methods1,methods,10-1002_cche-10383,,17.3%,observed,treatment_property_change,"Analysis of the CPI hydrolysates gave the following %DH values: trypsin, 3.7%, 8.3%, and 17.3%; pepsin, 3.0%, 9.2%, and 13.3%; papain, 5.0%, 12.4%, and 14.8%."
a3e9a6c4c0f3,pepsin hydrolysis,degree of hydrolysis,EXHIBITED,10-1002_cche-10383,10-1002_cche-10383_methods1,methods,10-1002_cche-10383,,3.0%,observed,treatment_property_change,"Analysis of the CPI hydrolysates gave the following %DH values: trypsin, 3.7%, 8.3%, and 17.3%; pepsin, 3.0%, 9.2%, and 13.3%; papain, 5.0%, 12.4%, and 14.8%."
63255a1fb70f,pepsin hydrolysis,degree of hydrolysis,EXHIBITED,10-1002_cche-10383,10-1002_cche-10383_methods1,methods,10-1002_cche-10383,,9.2%,observed,treatment_property_change,"Analysis of the CPI hydrolysates gave the following %DH values: trypsin, 3.7%, 8.3%, and 17.3%; pepsin, 3.0%, 9.2%, and 13.3%; papain, 5.0%, 12.4%, and 14.8%."
ddb6c291d1f0,pepsin hydrolysis,degree of hydrolysis,EXHIBITED,10-1002_cche-10383,10-1002_cche-10383_methods1,methods,10-1002_cche-10383,,13.3%,observed,treatment_property_change,"Analysis of the CPI hydrolysates gave the following %DH values: trypsin, 3.7%, 8.3%, and 17.3%; pepsin, 3.0%, 9.2%, and 13.3%; papain, 5.0%, 12.4%, and 14.8%."
b31c7f3a2ee1,papain hydrolysis,degree of hydrolysis,EXHIBITED,10-1002_cche-10383,10-1002_cche-10383_methods1,methods,10-1002_cche-10383,,5.0%,observed,treatment_property_change,"Analysis of the CPI hydrolysates gave the following %DH values: trypsin, 3.7%, 8.3%, and 17.3%; pepsin, 3.0%, 9.2%, and 13.3%; papain, 5.0%, 12.4%, and 14.8%."
fb3ed4471c4c,papain hydrolysis,degree of hydrolysis,EXHIBITED,10-1002_cche-10383,10-1002_cche-10383_methods1,methods,10-1002_cche-10383,,12.4%,observed,treatment_property_change,"Analysis of the CPI hydrolysates gave the following %DH values: trypsin, 3.7%, 8.3%, and 17.3%; pepsin, 3.0%, 9.2%, and 13.3%; papain, 5.0%, 12.4%, and 14.8%."
556aed202124,papain hydrolysis,degree of hydrolysis,EXHIBITED,10-1002_cche-10383,10-1002_cche-10383_methods1,methods,10-1002_cche-10383,,14.8%,observed,treatment_property_change,"Analysis of the CPI hydrolysates gave the following %DH values: trypsin, 3.7%, 8.3%, and 17.3%; pepsin, 3.0%, 9.2%, and 13.3%; papain, 5.0%, 12.4%, and 14.8%."
2093ecbe1780,enzymatic hydrolysis,protein content,DECREASED,10-1002_cche-10383,10-1002_cche-10383_results_discussion1,results_discussion,10-1002_cche-10383,,79.2%–83.5%,observed,treatment_property_change,"Hydrolysis was shown to lead to significantly decreased protein contents (79.2%–83.5%) relative to all three controls (87.4%–85.4%), with this decline increasing following higher levels of hydrolysis."
77a91ccb3a59,heat treatment,lipid content,INCREASED,10-1002_cche-10383,10-1002_cche-10383_results_discussion1,results_discussion,10-1002_cche-10383,,1%,observed,treatment_property_change,"Lipids were near undetectable in both the untreated isolate and alkali controls (0%–0.3%), while the heat treated controls showed slightly elevated levels (1%)."
a0dd36fcad57,enzymatic hydrolysis,lipid content,INCREASED,10-1002_cche-10383,10-1002_cche-10383_results_discussion1,results_discussion,10-1002_cche-10383,,0.0%–4.0%,observed,treatment_property_change,Hydrolysis generally led to increases in lipid contents (0.0%–4.0%).
696a14120293,papain hydrolysis,lipid content,EXHIBITED,10-1002_cche-10383,10-1002_cche-10383_results_discussion1,results_discussion,10-1002_cche-10383,,3.8%–4.0%,observed,treatment_property_change,"Both enzyme type and degree of hydrolysis significantly influenced results, with the highest lipid contents observed following a ~15% papain hydrolysis (3.8%–4.0%), while the lowest were observed following ~5% pepsin hydrolysis (0%–1.6%)."
a10aec4e156d,pepsin hydrolysis,lipid content,EXHIBITED,10-1002_cche-10383,10-1002_cche-10383_results_discussion1,results_discussion,10-1002_cche-10383,,0%–1.6%,observed,treatment_property_change,"Both enzyme type and degree of hydrolysis significantly influenced results, with the highest lipid contents observed following a ~15% papain hydrolysis (3.8%–4.0%), while the lowest were observed following ~5% pepsin hydrolysis (0%–1.6%)."
cc9fd3bedb3c,enzymatic hydrolysis,zeta potential,INCREASED,10-1002_cche-10383,10-1002_cche-10383_results_discussion1,results_discussion,10-1002_cche-10383,,−18.3 to −21.4 mV,observed,treatment_property_change,"Hydrolysis itself resulted in samples with slightly more negative charges ranging from −18.3 to −21.4 mV, significantly greater (p < .01) than the untreated (−17.1 mV), and alkali controls (−16.2 mV) (p < .01)."
0ce1a72e957a,enzymatic hydrolysis,zeta potential,INCREASED,10-1002_cche-10383,10-1002_cche-10383_results_discussion1,results_discussion,10-1002_cche-10383,,,observed,treatment_property_change,"This effect was also found to scale with increasing level of hydrolysis (p < .01), with the highest surface charges observed following the highest levels of hydrolysis."
2dd513035241,pepsin hydrolysis,trypsin hydrolysis,UNDERPERFORMED,10-1002_cche-10383,10-1002_cche-10383_results_discussion1,results_discussion,10-1002_cche-10383,zeta potential,,observed,treatment_treatment_comparison,"This is further supported by the observation that the pepsin hydrolysates, which possessed slightly lower %DH scores, produced significantly (p < .01) more neutral proteins relative to the other two enzyme treatments analyzed."
a0142f6d2cab,pepsin hydrolysis,papain hydrolysis,UNDERPERFORMED,10-1002_cche-10383,10-1002_cche-10383_results_discussion1,results_discussion,10-1002_cche-10383,zeta potential,,observed,treatment_treatment_comparison,"This is further supported by the observation that the pepsin hydrolysates, which possessed slightly lower %DH scores, produced significantly (p < .01) more neutral proteins relative to the other two enzyme treatments analyzed."
5d39edcb5552,enzymatic hydrolysis,hydrophobicity,INCREASED,10-1002_cche-10383,10-1002_cche-10383_results_discussion1,results_discussion,10-1002_cche-10383,,37.6–53.9 AU,observed,treatment_property_change,"In terms of hydrophobicity protein hydrolysis led to substantial increases, with scores ranging between 37.6 and 53.9 AU, significantly greater than measurements taken for the untreated (23.9 AU) (p < .01), and heat controls (32.2 AU) (p < .05)."
26b13b95fd82,enzymatic hydrolysis,hydrophobicity,NO_SIGNIFICANT_CHANGE,10-1002_cche-10383,10-1002_cche-10383_results_discussion1,results_discussion,10-1002_cche-10383,,,observed,treatment_property_change,"However, hydrophobicity did not progressively increase with higher levels of hydrolysis."
105cff50d5b4,papain hydrolysis,pepsin hydrolysis,OUTPERFORMED,10-1002_cche-10383,10-1002_cche-10383_results_discussion1,results_discussion,10-1002_cche-10383,hydrophobicity,40.2–53.9 AU,observed,treatment_treatment_comparison,"In terms of enzyme interactions, papain hydrolysis led to elevated hydrophobicity scores (40.2–53.9 AU), when compared to pepsin and trypsin treatments (37.6–48.0 AU)."
c24c37e94edf,papain hydrolysis,trypsin hydrolysis,OUTPERFORMED,10-1002_cche-10383,10-1002_cche-10383_results_discussion1,results_discussion,10-1002_cche-10383,hydrophobicity,40.2–53.9 AU,observed,treatment_treatment_comparison,"In terms of enzyme interactions, papain hydrolysis led to elevated hydrophobicity scores (40.2–53.9 AU), when compared to pepsin and trypsin treatments (37.6–48.0 AU)."
f44f6ca61bcd,enzymatic hydrolysis,solubility,NO_SIGNIFICANT_CHANGE,10-1002_cche-10383,10-1002_cche-10383_results_discussion1,results_discussion,10-1002_cche-10383,,,observed,treatment_property_change,"The influence of hydrolysis on solubility also varied as a function of pH, with little to no change in solubility seen at pH 4, minor decreases in solubility seen at pH 7, and minor increases in solubility at pH 10."
a4e18e8dd16a,enzymatic hydrolysis,solubility,DECREASED,10-1002_cche-10383,10-1002_cche-10383_results_discussion1,results_discussion,10-1002_cche-10383,,,observed,treatment_property_change,"The influence of hydrolysis on solubility also varied as a function of pH, with little to no change in solubility seen at pH 4, minor decreases in solubility seen at pH 7, and minor increases in solubility at pH 10."
22c57c322afd,enzymatic hydrolysis,solubility,INCREASED,10-1002_cche-10383,10-1002_cche-10383_results_discussion1,results_discussion,10-1002_cche-10383,,,observed,treatment_property_change,"The influence of hydrolysis on solubility also varied as a function of pH, with little to no change in solubility seen at pH 4, minor decreases in solubility seen at pH 7, and minor increases in solubility at pH 10."
67542f70974a,trypsin hydrolysis,solubility,INCREASED,10-1002_cche-10383,10-1002_cche-10383_results_discussion1,results_discussion,10-1002_cche-10383,,,observed,treatment_property_change,"In particular, high levels (~15% DH) of trypsin and papain hydrolysis were shown to produce slightly greater solubility scores, when compared to low levels of hydrolysis (~5% DH)."
7e1e7a0f2932,papain hydrolysis,solubility,INCREASED,10-1002_cche-10383,10-1002_cche-10383_results_discussion1,results_discussion,10-1002_cche-10383,,,observed,treatment_property_change,"In particular, high levels (~15% DH) of trypsin and papain hydrolysis were shown to produce slightly greater solubility scores, when compared to low levels of hydrolysis (~5% DH)."
0a833394e80a,pepsin hydrolysis,solubility,DECREASED,10-1002_cche-10383,10-1002_cche-10383_results_discussion1,results_discussion,10-1002_cche-10383,,,observed,treatment_property_change,"Decreases in the solubility of pepsin hydrolysates occurred at both high and low %DH, likely due to the acutely high hydrophobicity scores seen in these samples."
a22134c4abff,pepsin hydrolysis,solubility,DECREASED,10-1002_cche-10383,10-1002_cche-10383_results_discussion1,results_discussion,10-1002_cche-10383,,,observed,treatment_property_change,"Decreases in the solubility of pepsin hydrolysates occurred at both high and low %DH, likely due to the acutely high hydrophobicity scores seen in these samples."
ace0b5eb6473,untreated chickpea protein isolate,water holding capacity,EXHIBITED,10-1002_cche-10383,10-1002_cche-10383_results_discussion1,results_discussion,10-1002_cche-10383,,2.8 g/g,observed,treatment_property_change,"The WHC of the untreated CPI (2.8 g/g) fell within ranges described by both Boye, Aksay, et al. (2010) (2.34–4.31 g/g), as well as Withana-Gamage et al. (2011) (2.5–3.1 g/g)."
0682f125d9d8,enzymatic hydrolysis,water holding capacity,INCREASED,10-1002_cche-10383,10-1002_cche-10383_results_discussion1,results_discussion,10-1002_cche-10383,,3.6–5.1 g/g,observed,treatment_property_change,"In terms of WHC, hydrolysis was shown to lead to significant (p < .01) increases, with the hydrolysates (3.6–5.1 g/g) outperforming all three controls (2.6–3.1 g/g), likely due to the increased magnitude of zeta potential, increasing the affinity of the proteins to water following hydrolysis (Wani et al., 2015)."
c8fe327cbad8,pepsin hydrolysis,water holding capacity,INCREASED,10-1002_cche-10383,10-1002_cche-10383_results_discussion1,results_discussion,10-1002_cche-10383,,,observed,treatment_property_change,"Degree of hydrolysis and enzyme type were also significant predictors of WHC, with high (~15% DH) levels of pepsin, and papain hydrolysis producing the highest scores."
295b6e519e52,papain hydrolysis,water holding capacity,INCREASED,10-1002_cche-10383,10-1002_cche-10383_results_discussion1,results_discussion,10-1002_cche-10383,,,observed,treatment_property_change,"Degree of hydrolysis and enzyme type were also significant predictors of WHC, with high (~15% DH) levels of pepsin, and papain hydrolysis producing the highest scores."
2365371ab1f4,enzymatic hydrolysis,emulsifying activity index,INCREASED,10-1002_cche-10383,10-1002_cche-10383_results_discussion2,results_discussion,10-1002_cche-10383,,39.7–61.2 m2/g,observed,treatment_property_change,"Enzyme treatments led to significant (p < .01) increases in EAI for prepared at pH 4 and 10 (39.7–61.2 and 94.4–293.5 m2/g), when compared to both the untreated (23.0 and 117.7 m2/g), and heat controls (33.2 and 99.2 m2/g)."
bb965c356409,enzymatic hydrolysis,emulsifying activity index,INCREASED,10-1002_cche-10383,10-1002_cche-10383_results_discussion2,results_discussion,10-1002_cche-10383,,94.4–293.5 m2/g,observed,treatment_property_change,"Enzyme treatments led to significant (p < .01) increases in EAI for prepared at pH 4 and 10 (39.7–61.2 and 94.4–293.5 m2/g), when compared to both the untreated (23.0 and 117.7 m2/g), and heat controls (33.2 and 99.2 m2/g)."
f45280f9ba85,enzymatic hydrolysis,emulsifying activity index,NO_SIGNIFICANT_CHANGE,10-1002_cche-10383,10-1002_cche-10383_results_discussion2,results_discussion,10-1002_cche-10383,,~46 m2/g,observed,treatment_property_change,"In contrast, the EAI values for every sample at pH 7 were nearly uniform (~46 m2/g), and no significant interactions were observed either among the hydrolysates, or between hydrolysates and controls."
45bb3ec1fa08,pepsin hydrolysis,emulsifying activity index,INCREASED,10-1002_cche-10383,10-1002_cche-10383_results_discussion2,results_discussion,10-1002_cche-10383,,,observed,treatment_property_change,"In particular, high levels (~15% DH) of pepsin and papain hydrolysis resulted in substantial improvements in EAI, with the latter enzyme treatment generating hydrolysates with threefold greater emulsifying activity compared to the untreated isolate at pH 10."
1e8e41548765,papain hydrolysis,emulsifying activity index,INCREASED,10-1002_cche-10383,10-1002_cche-10383_results_discussion2,results_discussion,10-1002_cche-10383,,,observed,treatment_property_change,"In particular, high levels (~15% DH) of pepsin and papain hydrolysis resulted in substantial improvements in EAI, with the latter enzyme treatment generating hydrolysates with threefold greater emulsifying activity compared to the untreated isolate at pH 10."
c14915cbe91c,papain hydrolysis,emulsification activity,INCREASED,10-1002_cche-10383,10-1002_cche-10383_results_discussion2,results_discussion,10-1002_cche-10383,,threefold greater,observed,treatment_property_change,"In particular, high levels (~15% DH) of pepsin and papain hydrolysis resulted in substantial improvements in EAI, with the latter enzyme treatment generating hydrolysates with threefold greater emulsifying activity compared to the untreated isolate at pH 10."
b9e8be28ca9a,chickpea protein isolate,oil holding capacity,EXHIBITED,10-1002_cche-10383,10-1002_cche-10383_results_discussion2,results_discussion,10-1002_cche-10383,,3.6 g/g,observed,treatment_property_change,"Native CPI OHC values were determined at 3.6 g/g, similar to values reported in Tontul et al. (2018), which listed OHC values of two CPI samples as 3.1 and 3.6 g/g for refractance window and freeze-dried materials, respectively."
3851d9d3d6cf,heat treatment,oil holding capacity,INCREASED,10-1002_cche-10383,10-1002_cche-10383_results_discussion2,results_discussion,10-1002_cche-10383,,4.0 g/g,observed,treatment_property_change,"In the present study, heat treatment of the CPI led to mild increases in OHC (4.0 g/g), while hydrolysis afterward led to minor, but significant (p < .01) decreases (2.9–3.7 g/g)."
95f11ec37c25,enzymatic hydrolysis,oil holding capacity,DECREASED,10-1002_cche-10383,10-1002_cche-10383_results_discussion2,results_discussion,10-1002_cche-10383,,2.9–3.7 g/g,observed,treatment_property_change,"In the present study, heat treatment of the CPI led to mild increases in OHC (4.0 g/g), while hydrolysis afterward led to minor, but significant (p < .01) decreases (2.9–3.7 g/g)."
7fe42e7b32d5,enzymatic hydrolysis,surface charge,INCREASED,10-1002_cche-10383,10-1002_cche-10383_results_discussion2,results_discussion,10-1002_cche-10383,,,observed,treatment_property_change,"In the present study, these increases were attributed to an increase in the amphipathic nature of the CPI molecules, with the hydrolysates consistently displaying increased surface charge and hydrophobicity."
888dbddcbd2d,enzymatic hydrolysis,hydrophobicity,INCREASED,10-1002_cche-10383,10-1002_cche-10383_results_discussion2,results_discussion,10-1002_cche-10383,,,observed,treatment_property_change,"In the present study, these increases were attributed to an increase in the amphipathic nature of the CPI molecules, with the hydrolysates consistently displaying increased surface charge and hydrophobicity."
8e9f24362be3,trypsin hydrolysis,emulsifying activity index,DECREASED,10-1002_cche-10383,10-1002_cche-10383_results_discussion2,results_discussion,10-1002_cche-10383,,,observed,treatment_property_change,"Notably, trypsin treatment in contrast produced unexpected results at pH 10, with the ~15% hydrolysis treatment dramatically reducing EAI scores."
