name,occurrence_count,type_conflict,near_tie,type_conflict_detail,resolution_source,llm_resolved,llm_confidence,llm_rationale
bamboo shoot protein isolate from Chimonobambusa quadrangularis bamboo species,1,False,False,,,False,,
bamboo shoot protein isolate from Dendrocalamus latiflorus bamboo species,4,False,False,,,False,,
bamboo shoot protein isolate from Phyllostachys edulis Winter bamboo species,2,False,False,,,False,,
bamboo shoot protein isolate from Phyllostachys praecox species,21,False,False,,,False,,
bamboo shoot species and harvesting season,1,False,False,,,False,,
black gram full fat seed flour,1,False,False,,,False,,
black protein concentrate,1,False,False,,,False,,
blackberry seed albumin,5,False,False,,,False,,
blackberry seed globulin,2,False,False,,,False,,
blackberry seed glutelin,5,False,False,,,False,,
blackberry seed prolamin,4,False,False,,,False,,
blackberry seed protein,8,False,False,,,False,,
brewer's spent grain protein isolate,1,False,False,,,False,,
brewers' spent grain protein isolate acid gels,1,False,False,,,False,,
broad bean protein isolate,3,False,False,,,False,,
butylated hydroxytoluene,3,False,False,,,False,,
cake containing whole egg powder,1,False,False,,,False,,
calcium cations,6,False,False,,,False,,
camelina protein concentrates,1,False,False,,,False,,
camelina protein isolate,4,False,False,,,False,,
canola protein ingredient,1,False,False,,,False,,
canola protein isolate,2,False,False,,,False,,
carbon dioxide deoiling,1,False,False,,,False,,
carbon dioxide-deoiled lupin protein isolate,3,False,False,,,False,,
carob bean protein,3,False,False,,,False,,
cashew flour,2,False,False,,,False,,
cashew full fat seed flour,1,False,False,,,False,,
cashew nut glutelin,2,False,False,,,False,,
cashew nut protein concentrate obtained from mechanical-pressing-defatted flour,1,False,False,,,False,,
cashew nut protein concentrate protein concentrates-A (defatting method unspecified),2,False,False,,,False,,
cashew nut protein fractions,4,False,False,,,False,,
cashew nut protein isolate,70,False,False,,,False,,
cashew nut protein isolates and concentrates,1,False,False,,,False,,
cashew nut proteins,2,False,False,,,False,,
cashew protein concentrate,65,False,False,,,False,,
cashew protein concentrates produced by mechanical pressing and hexane extraction,4,False,False,,,False,,
chaotropic Hofmeister salts,1,False,False,,,False,,
chaotropic anions,4,False,False,,,False,,
chaotropic salts,23,False,False,,,False,,
chemical acidification,1,False,False,,,False,,
chia,2,False,False,,,False,,
chia protein,7,False,False,,,False,,
chicken egg powder,3,False,False,,,False,,
chickpea full fat seed flour,1,False,False,,,False,,
chickpea protein isolate,22,False,False,,,False,,
coconut cake,1,False,False,,,False,,
coconut milk cake,6,False,False,,,False,,
coconut milk cake glutelin,2,False,False,,,False,,
coconut milk cake protein powder,19,False,False,,,False,,
coconut oil cake,6,False,False,,,False,,
coconut oil cake glutelin,2,False,False,,,False,,
coconut oil cake protein powder,13,False,False,,,False,,
coconut oil cake protein powders,8,False,False,,,False,,
coconut protein,4,False,False,,,False,,
combined α and α′ subunit deficiency,2,False,False,,,False,,
commercial butylated hydroxytoluene,1,False,False,,,False,,
commercial corn peptides,4,False,False,,,False,,
commercial pea protein isolate B9,5,False,False,,,False,,
commercial pea protein isolate E86 HV,4,False,False,,,False,,
commercial pea protein isolate EPI 80,1,False,False,,,False,,
commercial pea protein isolate M9,2,False,False,,,False,,
"commercial pea protein isolates LS, C9, E86, and PP80%",1,False,False,,,False,,
commercial plant protein isolates,5,False,False,,,False,,
commercial plant protein powders,2,False,False,,,False,,
"commercial protein ingredients from soybeans, peas, and fava beans",2,False,False,,,False,,
commercial proteins,6,False,False,,,False,,
commercial soy protein,2,False,False,,,False,,
commercial soy protein concentrate (commercial soy protein concentrate),1,False,False,,,False,,
commercial soy protein isolate,15,False,False,,,False,,
commercial starter culture SC1,2,False,False,,,False,,
commercial starter culture SC2,2,False,False,,,False,,
commercial starter culture SC3,2,False,False,,,False,,
commercial starter culture SC5,1,False,False,,,False,,
common bean concentrate,4,False,False,,,False,,
common bean flour,7,False,False,,,False,,
common bean protein concentrate,15,False,False,,,False,,
composite acid gels,1,False,False,,,False,,
control cake containing whole egg powder,2,False,False,,,False,,
control egg-protein cake,3,False,False,,,False,,
control gel,3,False,False,,,False,,
control whole egg powder protein ingredient,17,False,False,,,False,,
conventional alkali-extraction and acid-precipitation method,1,False,False,,,False,,
conventional hot air drying,5,False,False,,,False,,
cooking and autoclaving,1,False,False,,,False,,
"corilagin, 6-O-caffeoyl-d-glucose, and dihydroxyacetophenone",1,False,False,,,False,,
corn germ meal albumin,28,False,False,,,False,,
cowpea flour,2,False,False,,,False,,
cowpea protein concentrate,2,False,False,,,False,,
cowpea protein isolate,3,False,False,,,False,,
cowpea seed,1,False,False,,,False,,
cowpea seed proteins,8,False,False,,,False,,
cultivar,1,False,False,,,False,,
cupuassu defatted flour,5,False,False,,,False,,
cupuassu protein concentrate,14,False,False,,,False,,
cupuassu protein isolate,17,False,False,,,False,,
curdlan gum,7,False,False,,,False,,
deamidated pea protein gel with high calcium level,1,False,False,,,False,,
deamidated pea protein gel with moderate calcium level,1,False,False,,,False,,
deamidated pea protein isolate,2,False,False,,,False,,
defatted Brazil nut flour,2,False,False,,,False,,
defatted cashew nut powder,40,False,False,,,False,,
defatted cashew nut shell protein isolate,2,False,False,,,False,,
defatted corn protein,1,False,False,,,False,,
defatted cupuassu flour,3,False,False,,,False,,
defatted cupuassu flour and cupuassu protein concentrate,3,False,False,,,False,,
defatted groundnut flour,2,False,False,,,False,,
defatted macadamia flour,2,False,False,,,False,,
defatted mustard meal protein isolate,6,False,False,,,False,,
defatted peanut flour,2,False,False,,,False,,
defatted pecan flour,2,False,False,,,False,,
defatted soybean flour,1,False,False,,,False,,
defatted walnut flour,11,False,False,,,False,,
deflavoured faba bean protein concentrate,38,False,False,,,False,,
deflavoured faba bean protein concentrate cake,1,False,False,,,False,,
deoiled soybean,2,False,False,,,False,,
dried gingerbread plum seed flour,2,False,False,,,False,,
dry-fractionated chickpea protein concentrate,5,False,False,,,False,,
dry-fractionated faba bean concentrate,1,False,False,,,False,,
dry-fractionated mung bean concentrate,2,False,False,,,False,,
dry-fractionated protein ingredients,1,False,False,,,False,,
dry-fractionated proteins excluding chickpea protein concentrate,1,False,False,,,False,,
dry-fractionated pulse proteins,12,False,False,,,False,,
dry-fractionated yellow pea concentrate,1,False,False,,,False,,
edestin proportion,1,False,False,,,False,,
egg white,1,False,False,,,False,,
enzyme-assisted alkaline extraction,1,False,False,,,False,,
ethanol-soluble protein,1,False,False,,,False,,
extruded corn gluten meal digestion product,1,False,False,,,False,,
faba bean,3,False,False,,,False,,
faba bean cultivars,1,False,False,,,False,,
faba bean flour,8,False,False,,,False,,
faba bean protein,8,False,False,,,False,,
faba bean protein concentrate,50,False,False,,,False,,
faba bean protein concentrate cake,2,False,False,,,False,,
faba bean protein isolate,73,False,False,,,False,,
faba bean protein isolate gel,1,False,False,,,False,,
faba bean protein isolate-pectin-sucrose gels,2,False,False,,,False,,
faba bean protein isolate/high methoxyl pectin mixture,1,False,False,,,False,,
"faba bean, pea, lentil, and soy protein isolates",1,False,False,,,False,,
fava bean concentrate,3,False,False,,,False,,
fava bean protein powders,1,False,False,,,False,,
fava bean protein samples,1,False,False,,,False,,
fermented protein derived from Zanthoxylum bungeanum seeds,3,False,False,,,False,,
filler-type network structure,1,False,False,,,False,,
flaxseed protein isolate,13,False,False,,,False,,
flaxseed protein isolate coatings,10,False,False,,,False,,
"formaldehyde, ammonia, methylene dipropionate, acetic acid, and propionic acid treatments",1,False,False,,,False,,
freeze-dried gingerbread plum seed protein isolate,4,False,False,,,False,,
freeze-dried quinoa protein,4,False,False,,,False,,
frozen-thawed egg white,1,False,False,,,False,,
full-fat soybean flour,1,False,False,,,False,,
gel samples,1,False,False,,,False,,
gellan gum,23,False,False,,,False,,
gellan gum and low NaCl concentrations,3,False,False,,,False,,
gellan gum and sodium chloride,8,True,False,material_used_directly=7; modification_method=1,llm,True,high,Gellan gum and sodium chloride are consistently referenced as additives enhancing functional properties.
gels from spray-dried and vacuum-dried quinoa proteins,2,False,False,,,False,,
gingerbread plum seed protein isolate,7,False,False,,,False,,
gingerbread plum seed protein isolate (vacuum dried gingerbread plum seed protein isolate),2,False,False,,,False,,
gingerbread seed protein isolates,1,False,False,,,False,,
globulin,15,False,False,,,False,,
globulin fraction,16,True,False,material_used_directly=15; physicochemical_property=1,llm,True,high,The entity 'globulin fraction' is consistently referenced as a physical substance or sample in the majority of sentences.
globulins,3,False,False,,,False,,
glucose,10,False,False,,,False,,
glutelin,18,False,False,,,False,,
glutelin fraction,12,False,False,,,False,,
gluten,3,False,False,,,False,,
glycinin-dominant soy protein isolates,3,False,False,,,False,,
grain legume protein isolates,3,False,False,,,False,,
green pea protein isolate,1,False,False,,,False,,
groundnut protein concentrate,2,False,False,,,False,,
groundnut protein isolate,2,False,False,,,False,,
guar gum,13,False,False,,,False,,
guar gum addition,9,False,False,,,False,,
hazelnut full fat seed flour,1,False,False,,,False,,
heat treatment (72–92 °C for 20 min),1,False,False,,,False,,
heated and cooled native pea protein gels,1,False,False,,,False,,
hemp biomass protein,37,False,False,,,False,,
hemp protein,20,False,False,,,False,,
hemp protein concentrates,1,False,False,,,False,,
hemp protein isolate,15,False,False,,,False,,
hemp protein isolate from cultivar M,1,False,False,,,False,,
hemp protein isolate sample G,1,False,False,,,False,,
hemp protein isolate samples,6,False,False,,,False,,
hemp protein isolates,3,False,False,,,False,,
hemp seed cultivar G,2,False,False,,,False,,
hemp seed cultivar L,2,False,False,,,False,,
hemp seed cultivar P,1,False,False,,,False,,
"hemp seed protein isolates from commercial hemp cultivars, a Cornell breeding line, and a commercial hemp heart product",4,False,False,,,False,,
hemp seed protein isolates from other tested hemp cultivars and products,1,False,False,,,False,,
hexane-deoiled lupin,2,False,False,,,False,,
hexane-deoiled lupin protein isolates,4,False,False,,,False,,
hexane-deoiled soybean,2,False,False,,,False,,
high albumin concentration,1,False,False,,,False,,
high edestin concentration,2,False,False,,,False,,
high methoxyl pectin addition,6,True,False,material_used_directly=4; modification_method=2,llm,True,high,"The entity 'high methoxyl pectin addition' is consistently described as a substance used in formulations, not as a process."
high vicilin and albumin proportions,1,False,False,,,False,,
highly aggregated soy protein isolates,2,False,False,,,False,,
indica rice bran protein,5,False,False,,,False,,
individual pH-shifting and ultrasonication treatments,3,False,False,,,False,,
"individual ultrasound treatments, individual high-pressure treatments, and conventional extraction",5,False,False,,,False,,
jackfruit seed protein isolate,13,False,False,,,False,,
jackfruit seed protein isolate treated with ultrasound,4,False,False,,,False,,
japonica rice bran protein-catechin covalent complex,3,False,False,,,False,,
jujube pomace protein isolate (ZPI) (protein isolate),5,False,False,,,False,,
konjac glucomannan,10,False,False,,,False,,
konjac gum,2,False,False,,,False,,
kosmotropic Hofmeister salts,1,False,False,,,False,,
kosmotropic anions,4,False,False,,,False,,
kosmotropic salts,21,False,False,,,False,,
lactose,7,False,False,,,False,,
legume cultivar,1,False,False,,,False,,
legume protein isolates,1,False,False,,,False,,
legume proteins,2,False,False,,,False,,
legume source,1,False,False,,,False,,
lentil protein isolate,21,False,False,,,False,,
lentil protein powder,1,False,False,,,False,,
lupin protein,5,False,False,,,False,,
lupin protein concentrate,1,False,False,,,False,,
lupin protein isolate,7,False,False,,,False,,
lupin protein isolate E,6,False,False,,,False,,
lupin protein isolate E separated by alkaline extraction and isoelectric precipitation,1,False,False,,,False,,
lupin protein isolate F,7,False,False,,,False,,
lupin protein isolate F recovered by acid extraction and ultrafiltration,1,False,False,,,False,,
lupin samples,1,False,False,,,False,,
macadamia full fat seed flour,1,False,False,,,False,,
macadamia nut flour,2,False,False,,,False,,
magnesium and calcium cations,2,False,False,,,False,,
magnesium cations,6,False,False,,,False,,
material designated Pinus halepensis protein concentrate,2,False,False,,,False,,
membrane soy concentrate,7,False,False,,,False,,
metal cations,26,True,True,material_used_directly=15; modification_method=11,llm,True,high,"Metal cations are consistently described as substances added to affect properties, fitting 'material used directly.'"
methyl butyrate,2,False,False,,,False,,
milk seed protein,1,False,False,,,False,,
millet full fat seed flour,1,False,False,,,False,,
modified chickpea protein (SU3),2,False,False,,,False,,
modified chickpea protein (succinylated chickpea protein),2,False,False,,,False,,
modified pea proteins,3,False,False,,,False,,
mucuna protein,1,False,False,,,False,,
mung bean albumin,8,False,False,,,False,,
mung bean protein ingredient,2,False,False,,,False,,
native chickpea protein,10,False,False,,,False,,
native soy protein isolate,9,False,False,,,False,,
natural low-methoxyl pectin from Ficus awkeotsang Makino,3,False,False,,,False,,
non-defatted black gram flour,1,False,False,,,False,,
non-defatted chickpea flour,1,False,False,,,False,,
non-defatted soybean flour,2,False,False,,,False,,
non-volatile compounds,1,False,False,,,False,,
oat protein ingredient,3,False,False,,,False,,
olive oil,1,False,False,,,False,,
one-step enzymatic hydrolysis,1,False,False,,,False,,
original faba bean protein concentrate,2,False,False,,,False,,
"original hemp, flax and canola oilseed cakes",1,False,False,,,False,,
other assessed plant proteins,8,False,False,,,False,,
other bamboo shoot protein isolate samples,2,False,False,,,False,,
other cashew nut protein fractions and protein isolate,2,False,False,,,False,,
other chickpea protein isolates,10,False,False,,,False,,
other commercial protein ingredients,1,False,False,,,False,,
other enzymatic hydrolysis treatments,3,False,False,,,False,,
other evaluated protein sources,1,False,False,,,False,,
other fractions,1,False,False,,,False,,
other hemp protein isolate samples,1,False,False,,,False,,
other peanut protein products,9,False,False,,,False,,
other plant proteins,9,False,False,,,False,,
other proteins,2,False,False,,,False,,
other pulse proteins,2,False,False,,,False,,
other resin washes,2,False,False,,,False,,
other soy protein isolate types,1,False,False,,,False,,
other vegetable proteins,3,False,False,,,False,,
other wet-fractionated proteins,2,False,False,,,False,,
pea,1,False,False,,,False,,
pea flour,1,False,False,,,False,,
pea protein,43,False,False,,,False,,
pea protein aggregate formed at pH 9.0,1,False,False,,,False,,
pea protein concentrate,32,False,False,,,False,,
pea protein emulsion,3,False,False,,,False,,
pea protein gel,4,False,False,,,False,,
pea protein gel with low protein and calcium levels,1,False,False,,,False,,
pea protein ingredient,4,False,False,,,False,,
pea protein isolate,87,False,False,,,False,,
pea protein isolate (PP80%),1,False,False,,,False,,
pea protein isolate concentration in pea protein isolate/sodium caseinate blends,3,False,False,,,False,,
pea protein isolate gel,1,False,False,,,False,,
pea protein isolate powders,3,False,False,,,False,,
pea protein isolate produced by alkaline extraction,1,False,False,,,False,,
pea protein isolate/sodium caseinate blend composition,14,False,False,,,False,,
pea protein isolate/sodium caseinate gel6,5,False,False,,,False,,
pea protein isolates,10,False,False,,,False,,
pea protein samples,1,False,False,,,False,,
"pea, faba bean, and soy protein isolates",1,False,False,,,False,,
pea-soluble protein extract addition,17,False,False,,,False,,
pea-soluble protein fraction,2,False,False,,,False,,
pea-soluble proteins,2,False,False,,,False,,
peanut flour,2,False,False,,,False,,
peanut full fat seed flour,1,False,False,,,False,,
peanut oil,1,False,False,,,False,,
peanut protein,16,False,False,,,False,,
peanut protein concentrate,4,False,False,,,False,,
peanut protein concentrate suspension from roasted peanut flour,1,False,False,,,False,,
"peanut, soybean and lupin protein isolates and concentrates",1,False,False,,,False,,
pecan flour,2,False,False,,,False,,
pecan full fat seed flour,1,False,False,,,False,,
pellicle-free walnut protein isolate,3,False,False,,,False,,
peptides or amino acids,1,False,False,,,False,,
perilla meal protein,10,False,False,,,False,,
perilla meal protein reported by He et al. (2018),1,False,False,,,False,,
perilla meal protein reported by Singh et al. (2025),1,False,False,,,False,,
perilla protein extracted using alkali and acidic solutions,1,False,False,,,False,,
perilla protein isolate,7,False,False,,,False,,
perilla protein isolate from cold-pressing residues,13,False,False,,,False,,
perilla protein isolate from cold-pressing residues nanoparticle-stabilized emulsion,4,False,False,,,False,,
perilla protein isolate from hot-pressing residues,7,False,False,,,False,,
perilla protein isolate from hot-pressing residues nanoparticle-stabilized emulsion,1,False,False,,,False,,
perilla protein isolate from solvent-extraction residues,9,False,False,,,False,,
perilla protein isolate from solvent-extraction residues nanoparticle-stabilized emulsion,1,False,False,,,False,,
physical guar gum-pea protein mixture,6,False,False,,,False,,
pigeon pea protein,2,False,False,,,False,,
pigeon pea protein isolate,1,False,False,,,False,,
pistachio full fat seed flour,1,False,False,,,False,,
plant protein isolates,2,False,False,,,False,,
potassium cations,5,False,False,,,False,,
potato protein,24,False,False,,,False,,
potato protein concentrate,8,False,False,,,False,,
potato protein isolate,18,False,False,,,False,,
potato protein isolate and grain legume protein isolate blend,3,False,False,,,False,,
potato protein isolate gel,1,False,False,,,False,,
pound cake designated control whole egg powder,6,False,False,,,False,,
pound cake formulated with faba bean protein concentrate,13,False,False,,,False,,
precipitated pinto bean protein,10,False,False,,,False,,
precipitated protein,1,False,False,,,False,,
pressing extraction,2,False,False,,,False,,
prolamin films,2,False,False,,,False,,
prolamin fraction,9,False,False,,,False,,
prolamin from distiller’s grains,6,False,False,,,False,,
propionic acid,2,False,False,,,False,,
protein concentrate,15,False,False,,,False,,
protein concentrate produced by aqueous extraction,1,False,False,,,False,,
protein concentrate produced by hexane extraction,1,False,False,,,False,,
protein concentrate produced by mechanical pressing,1,False,False,,,False,,
"protein ingredients from soybeans, peas, fava beans, and common beans",2,False,False,,,False,,
protein isolate,3,False,False,,,False,,
protein isolate (African locust bean protein isolate),2,False,False,,,False,,
protein isolate (perilla protein isolate),2,False,False,,,False,,
protein isolate from defatted cashew nut shell,3,False,False,,,False,,
protein isolates from other plant sources,3,False,False,,,False,,
protein sample designated RF,3,False,False,,,False,,
protein sample designated RGM,3,False,False,,,False,,
protein sample designated WF,3,False,False,,,False,,
protein sample designated WGM,3,False,False,,,False,,
proteins from other drying methods,1,False,False,,,False,,
pulse protein isolates,1,False,False,,,False,,
pumpkin protein,3,False,False,,,False,,
pumpkin seed protein,6,False,False,,,False,,
pure pea protein isolate,1,False,False,,,False,,
purified glycinin peptide,1,False,False,,,False,,
quinoa flour,18,False,False,,,False,,
quinoa germ fraction,2,False,False,,,False,,
quinoa germ fractions,1,False,False,,,False,,
quinoa germ protein concentrate,2,False,False,,,False,,
quinoa processing side-stream,2,False,False,,,False,,
quinoa protein concentrate,36,False,False,,,False,,
quinoa protein isolate,2,False,False,,,False,,
quinoa side-stream material,14,False,False,,,False,,
rapeseed and walnut oils,2,False,False,,,False,,
rapeseed oil,2,False,False,,,False,,
reducing agent,1,False,False,,,False,,
reducing sugars,5,True,True,physicochemical_property=3; material_used_directly=2,llm,True,high,Reducing sugars are consistently referenced as a substance or ingredient in the context of food science.
riboflavin-loaded whey protein isolate gels,2,False,False,,,False,,
rice full fat seed flour,1,False,False,,,False,,
rice protein,10,False,False,,,False,,
rice protein isolate,5,False,False,,,False,,
rice protein isolate–lupine protein isolate blend,1,False,False,,,False,,
rice protein isolate–pea protein isolate blend,1,False,False,,,False,,
rice protein isolate–soy protein isolate blend,1,False,False,,,False,,
rice-grain legume protein isolate blends,2,False,False,,,False,,
roasted peanut flour,2,False,False,,,False,,
safflower seed meal,6,False,False,,,False,,
safflower seed meal globulin,11,False,False,,,False,,
sericin,16,False,False,,,False,,
sericin incorporation,8,False,False,,,False,,
sesame cultivar Kenana 1,1,False,False,,,False,,
sesame full fat seed flour,1,False,False,,,False,,
sesame protein extract,1,False,False,,,False,,
sesame protein isolate,4,False,False,,,False,,
sesame seed,1,False,False,,,False,,
side-stream ingredient,6,False,False,,,False,,
single-frequency and triple-frequency ultrasonication,1,False,False,,,False,,
small polypeptides,1,False,False,,,False,,
smaller peptides,1,False,False,,,False,,
smaller protein fractions,1,False,False,,,False,,
sodium caseinate,11,False,False,,,False,,
sodium cations,5,False,False,,,False,,
sodium iodide,1,False,False,,,False,,
sodium perchlorate,1,False,False,,,False,,
sodium sulfate,8,False,False,,,False,,
sodium thiocyanate,11,False,False,,,False,,
soluble protein fraction,2,False,False,,,False,,
sophia protein isolate,4,False,False,,,False,,
sorghum flour proteins,30,False,False,,,False,,
sorghum gluten meal protein,14,False,False,,,False,,
sorghum gluten meal protein isolate,9,False,False,,,False,,
sorghum gluten meal proteins,3,False,False,,,False,,
sorghum proteins,2,False,False,,,False,,
sorghum proteins and wheat gluten,2,False,False,,,False,,
sorghum proteins from sorghum gluten meals,2,False,False,,,False,,
sorghum-based protein sources,6,False,False,,,False,,
sorghum-isolated proteins,1,False,False,,,False,,
sour cherry kernel protein concentrate,16,False,False,,,False,,
soy flour,6,False,False,,,False,,
soy peptides,1,False,False,,,False,,
soy protein,11,False,False,,,False,,
soy protein cold-set gel,8,False,False,,,False,,
soy protein concentrate,13,False,False,,,False,,
soy protein ingredient,5,False,False,,,False,,
soy protein isolate,204,False,False,,,False,,
soy protein isolate SP-10,1,False,False,,,False,,
soy protein isolate SP-18,2,False,False,,,False,,
soy protein isolate SP-4,1,False,False,,,False,,
soy protein isolate SP-5,1,False,False,,,False,,
soy protein isolate SP-7,1,False,False,,,False,,
soy protein isolate and pea protein isolate,2,False,False,,,False,,
soy protein isolate dispersions,1,False,False,,,False,,
soy protein isolate from genotype SP-10,2,False,False,,,False,,
soy protein isolate from genotype SP-13,2,False,False,,,False,,
soy protein isolate from genotype SP-15,2,False,False,,,False,,
soy protein isolate from genotype SP-18,4,False,False,,,False,,
soy protein isolate from genotype SP-4,7,False,False,,,False,,
soy protein isolate from genotype SP-5,3,False,False,,,False,,
