name,occurrence_count,type_conflict,near_tie,type_conflict_detail,resolution_source,llm_resolved,llm_confidence,llm_rationale
electrical conductivity,1,False,False,,,False,,
electrostatic attraction,1,False,False,,,False,,
electrostatic potential,1,False,False,,,False,,
electrostatic repulsion,2,False,False,,,False,,
electrostatic repulsion in protein molecules,1,False,False,,,False,,
emulsion droplet diameter,1,False,False,,,False,,
emulsion droplet particle size,1,False,False,,,False,,
equilibrium moisture content,1,False,False,,,False,,
essential amino acid composition,5,False,False,,,False,,
essential amino acid content,11,False,False,,,False,,
essential amino acid profile,2,False,False,,,False,,
essential amino acid proportion,1,False,False,,,False,,
ester concentration,1,False,False,,,False,,
ester content,3,False,False,,,False,,
exposure of amino acid residues on the protein surface,1,False,False,,,False,,
exposure of chromophores and hydrophobic groups,1,False,False,,,False,,
exposure of hydrophobic groups,2,True,True,physicochemical_property=1; structural_property=1,llm,True,high,Exposure of hydrophobic groups describes a molecular characteristic.
exposure of hydrophobic groups on the protein surface,1,False,False,,,False,,
exposure of tryptophan and tyrosine,1,False,False,,,False,,
extracted protein content,1,False,False,,,False,,
extracted total phenol,3,False,False,,,False,,
fat content,28,False,False,,,False,,
fiber content,5,False,False,,,False,,
final pH,3,False,False,,,False,,
formic acid production,1,False,False,,,False,,
free amine content,5,False,False,,,False,,
free amine group content,2,False,False,,,False,,
free amino acid concentration,1,False,False,,,False,,
free amino group content,7,False,False,,,False,,
free amino groups,1,False,False,,,False,,
free calcium ion concentration,1,False,False,,,False,,
free carbonyl content,1,False,False,,,False,,
free fatty acid content,1,False,False,,,False,,
free sulfhydryl content,40,True,True,structural_property=24; physicochemical_property=16,llm,True,high,"Free sulfhydryl content is a molecular characteristic describing the chemical state of proteins, not a structural feature."
free sulfhydryl group content,58,True,True,structural_property=35; physicochemical_property=23,llm,True,high,Free sulfhydryl group content is a molecular characteristic describing the protein's chemical state.
free sulfhydryl group exposure,2,False,False,,,False,,
free water content,3,False,False,,,False,,
free water proportion,1,False,False,,,False,,
fructose concentration,2,False,False,,,False,,
galactose concentration,1,False,False,,,False,,
globulin content,1,False,False,,,False,,
glucose concentration,2,False,False,,,False,,
glucose content,1,False,False,,,False,,
glucosinolate content,1,False,False,,,False,,
glutamate concentration,1,False,False,,,False,,
glutamate content,2,False,False,,,False,,
glutamic acid content,4,False,False,,,False,,
glutelin as the predominant protein fraction,1,False,False,,,False,,
glutelin content,1,False,False,,,False,,
glycation degree,2,False,False,,,False,,
glycine content,4,False,False,,,False,,
grafting degree,6,False,False,,,False,,
gross yield,1,False,False,,,False,,
hexanoic acid content,1,False,False,,,False,,
high gluten content,1,False,False,,,False,,
high molecular weight protein globulin,1,False,False,,,False,,
histidine content,2,False,False,,,False,,
hydrocarbons,3,False,False,,,False,,
hydrodynamic radius,6,False,False,,,False,,
hydrogen peroxide concentration,1,False,False,,,False,,
hydrolysate yield,2,False,False,,,False,,
hydrophilicity,7,True,False,physicochemical_property=5; functional_property=2,llm,True,high,"Hydrophilicity describes the protein's affinity for water, a molecular characteristic."
hydrophobic amino acid content,2,False,False,,,False,,
hydrophobicity,65,False,False,,,False,,
hydrophobicity index,7,False,False,,,False,,
hydroxyproline content,1,False,False,,,False,,
hygroscopicity,4,True,False,physicochemical_property=3; functional_property=1,llm,True,high,"Hygroscopicity describes the ability to absorb moisture, a characteristic of the material's physical state."
immobilized water fraction,2,False,False,,,False,,
immobilized water proportion,1,False,False,,,False,,
immobilized-water content,1,False,False,,,False,,
increased fat content,1,False,False,,,False,,
increased particle size,7,False,False,,,False,,
initial contact angle,1,False,False,,,False,,
intensity of oxidation products,1,False,False,,,False,,
interfacial tension,9,True,False,functional_property=7; physicochemical_property=2,llm,True,high,Interfacial tension is a molecular characteristic describing the physical state at interfaces.
intrinsic viscosity,1,False,False,,,False,,
ionic strength,16,False,False,,,False,,
ionic strength adjustment,12,False,False,,,False,,
iron content,1,False,False,,,False,,
isoelectric point,10,False,False,,,False,,
isoelectric point prominence,1,False,False,,,False,,
isoleucine content,1,False,False,,,False,,
lag phase duration,1,False,False,,,False,,
larger granules,1,False,False,,,False,,
legumin proportion,1,False,False,,,False,,
leucine content,1,False,False,,,False,,
light transmittance,1,False,False,,,False,,
limiting amino acids,1,False,False,,,False,,
lipid concentration,1,False,False,,,False,,
lipid content,15,False,False,,,False,,
lipid oxidation,4,False,False,,,False,,
low molecular weight proteins,1,False,False,,,False,,
low water solubility,1,False,False,,,False,,
lysine content,3,False,False,,,False,,
malic acid concentration,2,False,False,,,False,,
maltose concentration,2,False,False,,,False,,
mass loss,2,False,False,,,False,,
mass of uncategorized material,1,False,False,,,False,,
mass yield,4,False,False,,,False,,
mean droplet diameter,3,False,False,,,False,,
methionine content,1,False,False,,,False,,
migration of bound water into the gel network,1,False,False,,,False,,
mineral content,1,False,False,,,False,,
mineral profile,1,False,False,,,False,,
moisture,2,False,False,,,False,,
moisture content,28,False,False,,,False,,
moisture sorption isotherms,1,False,False,,,False,,
molecular size,1,False,False,,,False,,
molecular weight modification,1,False,False,,,False,,
monomodal particle size distribution,1,False,False,,,False,,
native pH,6,False,False,,,False,,
negative surface charge,4,False,False,,,False,,
net charge,2,False,False,,,False,,
net negative charge,1,False,False,,,False,,
nitrate concentration,1,False,False,,,False,,
nitriles,1,False,False,,,False,,
"non-volatile compounds, including sinapine and glucosinolates",1,False,False,,,False,,
off-color pigments,1,False,False,,,False,,
oil content,1,False,False,,,False,,
oil droplet size,1,False,False,,,False,,
oil-weight fraction,9,False,False,,,False,,
oligosaccharide concentration,1,False,False,,,False,,
organ weight and organ-to-body ratio,1,False,False,,,False,,
ozone concentration,1,False,False,,,False,,
pH,22,False,False,,,False,,
pH at gelation onset,1,False,False,,,False,,
pH conditions,7,False,False,,,False,,
pH variation,16,False,False,,,False,,
particle density,2,False,False,,,False,,
particle fragmentation,3,False,False,,,False,,
particle size,187,False,False,,,False,,
particle size distribution,4,False,False,,,False,,
percentage of fine-sized particles,2,False,False,,,False,,
percentage of medium- and coarse-sized particles,1,False,False,,,False,,
phase separation,2,False,False,,,False,,
phenolic compounds,1,False,False,,,False,,
phenolic content,4,False,False,,,False,,
phenylalanine content,2,False,False,,,False,,
phosphorus content,3,False,False,,,False,,
physico-chemical and functional properties,2,False,False,,,False,,
physicochemical properties,3,False,False,,,False,,
physicochemical properties and functionalities,1,False,False,,,False,,
polydispersity index,7,False,False,,,False,,
polyunsaturated fatty acid content,1,False,False,,,False,,
positive correlation between solubility and interfacial tension,1,False,False,,,False,,
potassium content,2,False,False,,,False,,
"potassium, calcium and magnesium contents",1,False,False,,,False,,
"potassium, calcium, magnesium and zinc contents",1,False,False,,,False,,
primary protein fractions,1,False,False,,,False,,
proline content,2,False,False,,,False,,
proportion of A-11S,1,False,False,,,False,,
proportion of A-11S polypeptide,1,False,False,,,False,,
proportion of B-11S,1,False,False,,,False,,
proportion of B-11S polypeptides,1,False,False,,,False,,
proportion of free water,1,False,False,,,False,,
proportion of immobilized water,1,False,False,,,False,,
proportion of α-7S and α′-7S subunits,1,False,False,,,False,,
proportion of β-7S subunit,1,False,False,,,False,,
protein aggregate size,1,False,False,,,False,,
"protein bands with molecular weights of 28,973, 25,915, 23,180, 16,589, 14,839, and 13,273 Da",1,False,False,,,False,,
protein carbonyl,1,False,False,,,False,,
protein carbonyl content,1,False,False,,,False,,
protein carbonylation,1,False,False,,,False,,
protein composition,6,True,False,physicochemical_property=5; material_used_directly=1,llm,True,high,"Protein composition describes the molecular makeup, fitting the physicochemical category."
protein concentration,21,True,False,modification_method=18; physicochemical_property=3,llm,True,high,"Protein concentration describes the amount of protein present, a physicochemical characteristic."
protein content,143,False,False,,,False,,
protein extractability,8,False,False,,,False,,
protein extraction rate,6,False,False,,,False,,
protein extraction yield,24,False,False,,,False,,
protein fraction content,4,False,False,,,False,,
protein particle and aggregate height,1,False,False,,,False,,
protein purity,11,False,False,,,False,,
protein recovery,31,False,False,,,False,,
protein recovery measurement,4,False,False,,,False,,
protein solubility and surface hydrophobicity,1,False,False,,,False,,
protein surface charge,1,False,False,,,False,,
protein surface hydrophobicity,3,False,False,,,False,,
protein yield,40,False,False,,,False,,
proximate composition,1,False,False,,,False,,
quantum yield of fluorescence,1,False,False,,,False,,
rapid diffusion and adsorption at the air-water interface,1,False,False,,,False,,
ratio of free sulphydryl groups to total sulphydryl groups,1,False,False,,,False,,
ratio of free to bound phenolics,1,False,False,,,False,,
"ratios of edestin, vicilin, and albumin proteins",1,False,False,,,False,,
reducing sugar content,1,False,False,,,False,,
reducing sugar increase,1,False,False,,,False,,
relative hydrophobicity,1,False,False,,,False,,
restricted water content,3,False,False,,,False,,
rough surface,1,False,False,,,False,,
salt concentration,16,False,False,,,False,,
saturated fatty acid content,1,False,False,,,False,,
seed volume,1,False,False,,,False,,
seed weight,2,False,False,,,False,,
segregative phase separation,1,False,False,,,False,,
serine content,1,False,False,,,False,,
"serine, histidine, arginine, threonine, proline, alanine, cysteine, tyrosine, valine, methionine, lysine, isoleucine, leucine, and phenylalanine content",1,False,False,,,False,,
sinapine content,1,False,False,,,False,,
sodium content,3,False,False,,,False,,
solubility and surface hydrophobicity,1,False,False,,,False,,
solubilized protein content in a dithiothreitol extractant,1,False,False,,,False,,
soluble dietary fiber extraction rate,9,False,False,,,False,,
soluble dietary fibre,1,False,False,,,False,,
soluble dietary fibre content,3,False,False,,,False,,
soluble protein,1,False,False,,,False,,
soluble protein concentration,1,False,False,,,False,,
soluble protein fraction to insoluble fraction ratio,2,False,False,,,False,,
specific surface area,1,False,False,,,False,,
specific volume,4,False,False,,,False,,
starch content,7,False,False,,,False,,
succinic acid concentration,1,False,False,,,False,,
sucrose content,2,False,False,,,False,,
sugar content,1,False,False,,,False,,
sulfhydryl group content,13,True,False,structural_property=10; physicochemical_property=3,llm,True,high,"Sulfhydryl group content is a molecular characteristic describing the protein's chemical state, not a structural feature."
sulfur compound concentration,1,False,False,,,False,,
sulfur-containing amino acid content,1,False,False,,,False,,
sum of individual amino acid contents,1,False,False,,,False,,
surface area,4,False,False,,,False,,
surface charge,9,False,False,,,False,,
surface charge potential,1,False,False,,,False,,
surface hydrophobicity,194,False,False,,,False,,
surface hydrophobicity (H0-1-anilino-8-naphthalene-sulfonate (ANS)),3,False,False,,,False,,
surface hydrophobicity alterations,1,False,False,,,False,,
surface negative charge,1,False,False,,,False,,
surface net charge,1,False,False,,,False,,
surface potential,1,False,False,,,False,,
surface sulfhydryl groups,1,False,False,,,False,,
surface tension,16,True,False,functional_property=13; physicochemical_property=3,llm,True,high,"Surface tension is a molecular characteristic describing the physical state of a protein solution, not a functional performance outcome."
temperature,5,False,False,,,False,,
terpene concentration,1,False,False,,,False,,
three-phase contact angle,2,False,False,,,False,,
threonine content,1,False,False,,,False,,
time,1,False,False,,,False,,
titratable acidity,2,False,False,,,False,,
titratable acidity decrease,1,False,False,,,False,,
total aldehyde concentration,1,False,False,,,False,,
total amino acid content,2,False,False,,,False,,
total ash content,1,False,False,,,False,,
total carbohydrate content,3,False,False,,,False,,
total dietary fibre,3,False,False,,,False,,
total dissolved solids,2,False,False,,,False,,
total fiber content,1,False,False,,,False,,
total flavonoid content,2,False,False,,,False,,
total organic acid concentration,2,False,False,,,False,,
total phenolic content,2,False,False,,,False,,
total protein,1,False,False,,,False,,
total protein content,5,False,False,,,False,,
total protein yield,1,False,False,,,False,,
total solid loss,1,False,False,,,False,,
total soluble solids,1,False,False,,,False,,
total soluble solids increase,1,False,False,,,False,,
total starch content,1,False,False,,,False,,
total sugar content,1,False,False,,,False,,
total sugar increase,1,False,False,,,False,,
total sugars,1,False,False,,,False,,
total sulfhydryl content,14,True,True,structural_property=9; physicochemical_property=5,llm,True,high,Total sulfhydryl content is a chemical characteristic describing the protein's state.
total sulfhydryl groups,6,True,False,structural_property=4; physicochemical_property=2,llm,True,high,"Total sulfhydryl groups describe a chemical characteristic of proteins, not a structural feature."
trace element content,1,False,False,,,False,,
tryptophan exposure,2,False,False,,,False,,
turbidity,22,False,False,,,False,,
tyrosine content,1,False,False,,,False,,
unique protein profile,1,False,False,,,False,,
valine content,1,False,False,,,False,,
vicilin concentration,1,False,False,,,False,,
vicilin proteins and small peptides,1,False,False,,,False,,
volume mean diameter,1,False,False,,,False,,
water activity,6,False,False,,,False,,
water content,1,False,False,,,False,,
water distribution,3,False,False,,,False,,
water entrapment in protein structures,1,False,False,,,False,,
water mobility,3,False,False,,,False,,
water-protein interactions,1,False,False,,,False,,
weight loss,11,False,False,,,False,,
zeta potential,110,False,False,,,False,,
zeta potential magnitude,2,False,False,,,False,,
