name,occurrence_count,type_conflict,near_tie,type_conflict_detail,resolution_source,llm_resolved,llm_confidence,llm_rationale
covalent complexation with catechin,8,False,False,,,False,,
covalent conjugation,1,False,False,,,False,,
covalent cross-linking,3,False,False,,,False,,
cross-linked Ficus awkeotsang Makino pectin chain network,1,False,False,,,False,,
cross-linking,3,False,False,,,False,,
cross-linking or structural changes,1,False,False,,,False,,
curdlan gum addition,2,False,False,,,False,,
deaggregation,1,False,False,,,False,,
deamidation,64,True,False,modification_method=58; material_used_directly=6,llm,True,high,Deamidation is consistently described as a process applied to proteins to alter their properties.
"deamidation, phosphorylation, and glycosylation",2,False,False,,,False,,
defatting procedure,1,False,False,,,False,,
defatting treatment,109,True,False,modification_method=75; extraction_method=32; material_used_directly=2,llm,True,high,"Defatting treatment is applied to already-obtained materials to alter their properties, fitting the modification_method category."
deflavouring,25,False,False,,,False,,
degree of deamidation,8,False,False,,,False,,
delta-gluconolactone induced acidification,4,False,False,,,False,,
dephenolization,5,False,False,,,False,,
dielectric barrier discharge plasma treatment,69,False,False,,,False,,
direct steam injection,35,False,False,,,False,,
direct steam injection processing with pH adjustment,6,False,False,,,False,,
dry heat pretreatment,15,False,False,,,False,,
dry heating,28,False,False,,,False,,
drying,10,False,False,,,False,,
dual-frequency ultrasonication,26,False,False,,,False,,
dual-frequency ultrasound treatment,3,False,False,,,False,,
dual-frequency ultrasound-assisted germination,11,False,False,,,False,,
electrochemical deamidation,32,False,False,,,False,,
electrochemical treatment deamidation,20,False,False,,,False,,
emulsion precipitation,1,False,False,,,False,,
enzymatic deamidation,35,False,False,,,False,,
enzymatic deamidation by Chymotrypsin,3,False,False,,,False,,
enzymatic deamidation by Papain,1,False,False,,,False,,
enzymatic hydrolysis,80,False,False,,,False,,
enzymatic hydrolysis and TGase cross-linking,1,False,False,,,False,,
enzymatic hydrolysis and fermentation,15,False,False,,,False,,
enzymatic hydrolysis and transglutaminase cross-linking,3,False,False,,,False,,
enzymatic hydrolysis and ultrasonication,20,False,False,,,False,,
enzymatic modification,1,False,False,,,False,,
enzymatic pretreatment,1,False,False,,,False,,
enzymatic treatment,2,False,False,,,False,,
enzyme hydrolysis and deactivation,1,False,False,,,False,,
excessive addition of sericin,2,False,False,,,False,,
fermentation,106,False,False,,,False,,
fermentation by A. oryzae,4,False,False,,,False,,
fermentation by Aspergillus oryzae,1,False,False,,,False,,
fermentation by Rhizopus sp.,14,False,False,,,False,,
fermentation with probiotics,3,False,False,,,False,,
fermentation with starter culture 1,7,True,True,modification_method=4; material_used_directly=3,llm,True,high,The entity 'fermentation with starter culture 1' describes a process applied to alter the properties of the protein.
fermentation with starter culture 2,10,False,False,,,False,,
flaxseed protein and guar gum composite coating,13,False,False,,,False,,
"flaxseed protein, glycerol, and guar gum dipping treatment",1,False,False,,,False,,
formaldehyde treatment,1,False,False,,,False,,
free radical oxidation,3,False,False,,,False,,
freeze drying,116,True,False,modification_method=90; material_used_directly=26,llm,True,high,"Freeze drying is consistently described as a process applied to proteins to alter their properties, fitting the definition of a modification method."
frying,1,False,False,,,False,,
fungal fermentation,2,False,False,,,False,,
gamma irradiation,51,False,False,,,False,,
gellan gum addition,15,False,False,,,False,,
germination,131,False,False,,,False,,
germination and ultrafiltration,7,False,False,,,False,,
glucono-δ-lactone acidification,5,False,False,,,False,,
glucono-δ-lactone addition,1,False,False,,,False,,
glutaminase treatment,1,False,False,,,False,,
glutelins' crosslinking capacity,2,False,False,,,False,,
glycation,3,True,False,physicochemical_property=2; modification_method=1,llm,True,high,Glycation is described as a process applied to proteins to alter their properties.
glycosylation,53,False,False,,,False,,
glycosylation process and functional properties of the soy protein isolate-fenugreek gum graft conjugate,1,False,False,,,False,,
glycosylation under wet-heating Maillard reaction conditions,2,False,False,,,False,,
glycosylation with glucose,2,False,False,,,False,,
glycosylation with lactose,1,False,False,,,False,,
grafting of carbohydrate oligomers to protein backbones,1,False,False,,,False,,
grinding,30,False,False,,,False,,
guar gum conjugation,9,False,False,,,False,,
guar gum-protein conjugation,10,False,False,,,False,,
heat and/or shear,1,False,False,,,False,,
heat treatment,144,True,False,modification_method=143; material_used_directly=1,llm,True,high,'Heat treatment' is consistently described as a process applied to alter protein properties.
heat treatment severity,1,False,False,,,False,,
heat treatment with glucose,2,False,False,,,False,,
heat treatment with lactose,2,False,False,,,False,,
heat treatment with sucrose,1,False,False,,,False,,
heated holding,1,False,False,,,False,,
heating,55,False,False,,,False,,
helium-fed cold plasma,8,False,False,,,False,,
high hydrostatic pressure,27,False,False,,,False,,
high hydrostatic pressure and heat treatment,3,False,False,,,False,,
high hydrostatic pressure treatment,249,False,False,,,False,,
high-intensity ultrasonication,114,False,False,,,False,,
high-intensity ultrasound treatment,12,False,False,,,False,,
high-moisture extrusion,1,False,False,,,False,,
high-pressure homogenization,153,True,False,modification_method=148; material_used_directly=5,llm,True,high,High-pressure homogenization is consistently described as a treatment process altering protein properties.
high-pressure processing,10,True,False,modification_method=8; material_used_directly=2,llm,True,high,High-pressure processing is consistently described as a treatment applied to modify gel properties.
high-pressure treatment,56,False,False,,,False,,
high-speed dispersion-assisted microfluidization with phosphorylation,22,False,False,,,False,,
high-voltage cold plasma treatment,7,False,False,,,False,,
hot air foam-mat drying,5,False,False,,,False,,
hydrocavitation,45,False,False,,,False,,
hydrogen peroxide soaking,1,False,False,,,False,,
hydrolysis,10,False,False,,,False,,
hydrolysis of omega-gliadins,1,False,False,,,False,,
hydrothermal treatment,30,False,False,,,False,,
incorporation in pea protein gels,3,False,False,,,False,,
instant controlled pressure drop technology,11,False,False,,,False,,
instant controlled pressure drop treatment,16,False,False,,,False,,
isothermal heating,54,False,False,,,False,,
konjac gum addition,3,False,False,,,False,,
lactic acid bacteria fermentation,18,False,False,,,False,,
lactic acid fermentation,10,False,False,,,False,,
light treatment,1,False,False,,,False,,
low ionic strength salt treatment,1,False,False,,,False,,
low-moisture extrusion,2,False,False,,,False,,
magnesium cation addition,8,False,False,,,False,,
malondialdehyde oxidation,14,True,False,modification_method=13; material_used_directly=1,llm,True,high,The entity is consistently described as a treatment applied to proteins.
metal cation addition,9,False,False,,,False,,
methylene dipropionate treatment,1,False,False,,,False,,
microfluidization,24,False,False,,,False,,
microfluidization and phosphorylation,2,False,False,,,False,,
microwave pretreatment,6,False,False,,,False,,
microwave treatment,77,False,False,,,False,,
microwave treatment and germination,2,False,False,,,False,,
microwave-assisted glycation,12,False,False,,,False,,
mild heating,10,False,False,,,False,,
mild to high-intensity heat treatment,1,False,False,,,False,,
mixed fermentation of Bacillus subtilis and Lactobacillus plantarum,10,False,False,,,False,,
mixed solid-state fermentation with Bacillus subtilis and Lactobacillus plantarum,10,False,False,,,False,,
nitrogen-fed cold plasma,7,False,False,,,False,,
non-thermal plasma treatment,11,False,False,,,False,,
non-thermal ultrasound and high-pressure treatments,3,False,False,,,False,,
ohmic heating,67,True,False,modification_method=64; material_used_directly=3,llm,True,high,Ohmic heating is consistently described as a treatment process altering protein properties.
oxidation,13,False,False,,,False,,
"oxidation, cyclization, and formation of new cross-linking bonds",1,False,False,,,False,,
oxidative modifications,1,False,False,,,False,,
pH adjustment,255,False,False,,,False,,
pH adjustment and sodium chloride addition,5,False,False,,,False,,
"pH adjustment, sodium chloride concentration adjustment, and phosphate buffer molarity adjustment",1,False,False,,,False,,
pH shifting and heating treatments,23,False,False,,,False,,
pH shifting and ultrasonication,50,False,False,,,False,,
pH shifting treatment,186,True,False,modification_method=184; material_used_directly=2,llm,True,high,The entity 'pH shifting treatment' is consistently described as a process applied to modify protein properties.
pH shifting with protein-glutaminase deamidation,15,False,False,,,False,,
pH treatment,3,False,False,,,False,,
pancreatin hydrolysis,23,False,False,,,False,,
papain hydrolysis,34,True,False,modification_method=31; material_used_directly=3,llm,True,high,Papain hydrolysis is consistently described as a treatment process applied to proteins to alter their properties.
particle size reduction,5,False,False,,,False,,
pea protein isolate-gellan gum complex formation,1,False,False,,,False,,
pectin addition,17,False,False,,,False,,
pepsin hydrolysis,56,True,False,modification_method=55; material_used_directly=1,llm,True,high,Pepsin hydrolysis is consistently described as a treatment process applied to proteins to alter their properties.
pepsin-pancreatin digestion,1,False,False,,,False,,
pepsin-pancreatin hydrolysis,1,False,False,,,False,,
peptic hydrolysis,7,False,False,,,False,,
peptide addition,13,False,False,,,False,,
phosphate buffer addition,1,False,False,,,False,,
phosphate buffer molarity adjustment,2,False,False,,,False,,
phosphorylation,97,True,False,modification_method=92; material_used_directly=5,llm,True,high,Phosphorylation is consistently described as a process applied to proteins to alter their properties.
planetary-mixer whipping,2,False,False,,,False,,
plant cell wall disruption,1,False,False,,,False,,
plasma treatment,17,False,False,,,False,,
polysaccharide addition,9,False,False,,,False,,
polysaccharide incorporation,3,False,False,,,False,,
potassium cation addition,5,False,False,,,False,,
potassium chloride addition,7,False,False,,,False,,
pre-heating,10,True,False,modification_method=9; material_used_directly=1,llm,True,high,Pre-heating is consistently described as a process applied to alter protein properties.
pre-heating and acidification,1,False,False,,,False,,
pre-heating and transglutaminase treatment,16,False,False,,,False,,
processing treatments,1,False,False,,,False,,
propionic acid treatment,1,False,False,,,False,,
protein blending,16,False,False,,,False,,
protein concentration adjustment,10,False,False,,,False,,
protein concentration increase,5,False,False,,,False,,
protein concentration process,6,True,False,modification_method=4; extraction_method=2,llm,True,high,The process is applied to enhance protein content and functional properties of an already obtained material.
protein glutaminase treatment,2,True,True,modification_method=1; material_used_directly=1,llm,True,high,The entity 'protein glutaminase treatment' is described as a process applied to proteins to modify their properties.
protein glutaminase-mediated deamidation,18,True,False,modification_method=17; material_used_directly=1,llm,True,high,The entity describes a process applied to proteins to alter their properties.
protein ingredient blending,5,False,False,,,False,,
protein isolate blending,10,False,False,,,False,,
protein modification,1,False,False,,,False,,
protein oxidation,1,False,False,,,False,,
protein-glutaminase deamidation,16,False,False,,,False,,
protein-polysaccharide conjugation,19,True,False,modification_method=18; material_used_directly=1,llm,True,high,The entity describes a process applied to proteins to alter their properties.
pulsed electric field pretreatment,36,False,False,,,False,,
quinoa processing,1,False,False,,,False,,
reducing conditions with 2-mercaptoethanol,1,False,False,,,False,,
reduction,1,False,False,,,False,,
response surface methodology model,1,False,False,,,False,,
response surface methodology optimization,1,False,False,,,False,,
response-surface optimization,2,False,False,,,False,,
roasting,9,False,False,,,False,,
salt addition,3,False,False,,,False,,
second heat treatment,4,False,False,,,False,,
seed storage protein degradation,4,False,False,,,False,,
selective enzymatic breakdown of polypeptides,1,False,False,,,False,,
sequential acylation and Maillard conjugation,4,False,False,,,False,,
sequential acylation and guar gum conjugation,2,False,False,,,False,,
sequential acylation and protein-polysaccharide conjugation,8,False,False,,,False,,
sericin addition,50,True,True,material_used_directly=26; modification_method=24,llm,True,high,"The entity 'sericin addition' is consistently described as a process affecting the properties of a protein complex, indicating it is a modification method."
severe heat treatment,3,False,False,,,False,,
single-frequency ultrasonication,1,False,False,,,False,,
soaking,18,False,False,,,False,,
soaking-cooking,13,True,False,extraction_method=10; modification_method=3,llm,True,high,"Soaking-cooking is described as a treatment applied to alter protein properties, not to isolate it."
sodium cation addition,5,False,False,,,False,,
sodium chloride addition,10,False,False,,,False,,
sodium chloride concentration adjustment,2,False,False,,,False,,
sodium dodecyl sulfate denaturation,23,False,False,,,False,,
sodium sulfite denaturation,15,False,False,,,False,,
sodium tripolyphosphate phosphorylation,10,False,False,,,False,,
sodium tripolyphosphate-induced phosphorylation,10,False,False,,,False,,
soy peptide addition,8,False,False,,,False,,
soybean protein isolate pre-heating,3,False,False,,,False,,
soybean protein isolate pre-heating and transglutaminase cross-linking,4,False,False,,,False,,
spray drying,101,True,False,modification_method=78; material_used_directly=23,llm,True,high,"Spray drying is consistently described as a process applied to proteins to alter their properties, fitting the definition of a modification method."
standing time,2,False,False,,,False,,
storage,4,False,False,,,False,,
succinylation,87,True,False,modification_method=85; material_used_directly=2,llm,True,high,Succinylation is consistently described as a process applied to proteins to alter their properties.
succinylation and ultrasonication,6,False,False,,,False,,
sucrose addition,24,True,False,modification_method=17; material_used_directly=7,llm,True,high,The evidence consistently describes 'sucrose addition' as a process applied to modify the properties of the protein system.
sucrose concentration,2,False,False,,,False,,
sucrose supplementation,4,False,False,,,False,,
sulfur dioxide treatment,1,False,False,,,False,,
supercritical carbon dioxide extrusion,7,False,False,,,False,,
supercritical fluid extrusion process,17,False,False,,,False,,
surface sterilization with bleach,1,False,False,,,False,,
synchronized pH-shifting and ultrasound treatment,17,False,False,,,False,,
temperature increase,3,False,False,,,False,,
thermal aggregation,12,False,False,,,False,,
thermal and non-thermal treatments,1,False,False,,,False,,
thermal pre-treatment,4,False,False,,,False,,
thermal processing,9,True,True,material_used_directly=5; modification_method=4,llm,True,high,"Thermal processing is consistently described as a treatment applied to proteins to induce gelation, aligning with the definition of a modification method."
thermal treatment,80,True,False,modification_method=79; material_used_directly=1,llm,True,high,Thermal treatment is consistently described as a process applied to alter protein properties.
thermal treatment and calcium sulphate coagulation,2,False,False,,,False,,
transglutaminase conjugation,1,False,False,,,False,,
transglutaminase cross-linking,93,False,False,,,False,,
transglutaminase treatment,9,True,False,modification_method=8; material_used_directly=1,llm,True,high,The entity 'transglutaminase treatment' is consistently described as a process applied to proteins to alter their properties.
triple-frequency ultrasonication,1,False,False,,,False,,
trypsin and papain hydrolysis,4,False,False,,,False,,
trypsin hydrolysis,98,True,False,modification_method=95; material_used_directly=3,llm,True,high,"The entity 'trypsin hydrolysis' is consistently described as a process applied to proteins to alter their properties, fitting the definition of a modification method."
two-step enzymatic hydrolysis,16,False,False,,,False,,
two-step hydrolysis using papain and trypsin,17,False,False,,,False,,
ultra turrax shearing,1,False,False,,,False,,
ultrafiltration paired with germination,1,False,False,,,False,,
ultrasonic irradiation,2,False,False,,,False,,
ultrasonic treatment,2,False,False,,,False,,
ultrasonic-assisted Maillard conjugation,19,False,False,,,False,,
ultrasonication,359,True,False,modification_method=351; material_used_directly=8,llm,True,high,"Ultrasonication is consistently described as a treatment process applied to proteins to alter their properties, such as solubility and water holding capacity."
ultrasonication and TGase cross-linking,8,False,False,,,False,,
ultrasonication and high-pressure treatment,21,False,False,,,False,,
ultrasonication and transglutaminase cross-linking,4,False,False,,,False,,
ultrasound,14,True,False,modification_method=11; material_used_directly=3,llm,True,high,Ultrasound is used as a process to modify protein properties.
ultrasound treatment,6,False,False,,,False,,
ultrasound-assisted germination,7,False,False,,,False,,
ultrasound-assisted pH-shifting,7,False,False,,,False,,
ultraviolet radiation,62,True,False,modification_method=57; material_used_directly=5,llm,True,high,"The entity 'ultraviolet radiation' is consistently described as a treatment applied to proteins to alter their structural properties, fitting the definition of a modification method."
ultraviolet treatment,1,False,False,,,False,,
urea denaturation,20,False,False,,,False,,
vacuum drying,41,True,True,material_used_directly=23; modification_method=18,llm,True,high,"Vacuum drying is described as a process applied to proteins to alter their properties, fitting the definition of a modification method."
walnut pellicle removal,6,False,False,,,False,,
wet-heating Maillard reaction,12,False,False,,,False,,
xanthan addition,6,False,False,,,False,,
xanthan and KCl addition,1,False,False,,,False,,
