name,occurrence_count,type_conflict,near_tie,type_conflict_detail,resolution_source,llm_resolved,llm_confidence,llm_rationale
albumin band saturation,1,False,False,,,False,,
aliphatic signals,1,False,False,,,False,,
alpha helix,6,False,False,,,False,,
alpha-helical content,2,False,False,,,False,,
alpha-helices,4,False,False,,,False,,
alpha-helix and beta-sheet structural changes,1,False,False,,,False,,
alpha-helix content,85,False,False,,,False,,
alpha-helix structural alteration,1,False,False,,,False,,
alpha-helix structure unfolding,1,False,False,,,False,,
alpha-helix to beta-sheet content ratio,1,False,False,,,False,,
altered microstructure,1,False,False,,,False,,
amide A peak intensity,2,False,False,,,False,,
amide I band intensity,2,False,False,,,False,,
amide I band shape,1,False,False,,,False,,
amide I peak intensity,1,False,False,,,False,,
"amide I, amide II, and hydroxyl band width",1,False,False,,,False,,
amide II and III band positions,1,False,False,,,False,,
amide III region peaks,1,False,False,,,False,,
amide and hydroxyl band width,1,False,False,,,False,,
amino acid composition alteration,1,False,False,,,False,,
amino acid side chains,1,False,False,,,False,,
amino acid side-chain structural percentage,1,False,False,,,False,,
amorphous conjugate structure,1,False,False,,,False,,
amorphous extracellular material,1,False,False,,,False,,
amorphous structure,2,False,False,,,False,,
antiparallel beta-sheet content,5,False,False,,,False,,
antiparallel β-sheet structure,1,False,False,,,False,,
apparent molecular weight distribution,1,False,False,,,False,,
arabinoxylan-associated absorbance bands,1,False,False,,,False,,
aromatic amino acid exposure to solvents,1,False,False,,,False,,
aromatic peaks,1,False,False,,,False,,
band composition,1,False,False,,,False,,
band intensity at the top of the stacking gel,1,False,False,,,False,,
band intensity of beta-conglycinin and glycinin subunits,1,False,False,,,False,,
beta turn,4,False,False,,,False,,
beta-antiparallel content,1,False,False,,,False,,
beta-sheet content (intermolecular and intramolecular),2,False,False,,,False,,
beta-sheet proportion,1,False,False,,,False,,
beta-sheet structural content,72,False,False,,,False,,
beta-sheet structures,1,False,False,,,False,,
beta-sheets,1,False,False,,,False,,
beta-sheets/beta-strands,2,False,False,,,False,,
beta-strand content,1,False,False,,,False,,
beta-turn content,39,False,False,,,False,,
beta-turn structure,2,False,False,,,False,,
bound-water relaxation time,1,False,False,,,False,,
breakage of sided branched 4-O-methyl-d-glucopyranosyluronic acid from the mucilaginous tetrasaccharide linear structure,1,False,False,,,False,,
broader amide I and hydroxyl group bands,1,False,False,,,False,,
bubbles,1,False,False,,,False,,
cell diameter,4,False,False,,,False,,
cell elongation,3,False,False,,,False,,
cell wall structure,2,False,False,,,False,,
chemical bonds or groups,1,False,False,,,False,,
cleavage of larger globulins into lower molecular weight subunits,1,False,False,,,False,,
coalescence between adjacent protein-rich microdomains,1,False,False,,,False,,
coarse gel structure,1,False,False,,,False,,
compact and homogeneous network structure,1,False,False,,,False,,
compact gel network,3,False,False,,,False,,
compact gel structure with thicker pore walls,1,False,False,,,False,,
compact microstructure,1,False,False,,,False,,
compact structure,1,False,False,,,False,,
compact structure of the protein matrix,1,False,False,,,False,,
compact structures,1,False,False,,,False,,
"compact, aggregated morphology",2,False,False,,,False,,
composite-like microstructure with super-concentrated protein gel microdomains,1,False,False,,,False,,
concentration of protein bodies,1,False,False,,,False,,
conclusion gelatinization temperature,1,False,False,,,False,,
conformation transition,1,False,False,,,False,,
conformational changes,2,False,False,,,False,,
conformational structural modifications,1,False,False,,,False,,
conformational unfolding,1,False,False,,,False,,
continuous and cohesive network structure,1,False,False,,,False,,
conversion of predominant protein bands from dimers to monomers,1,False,False,,,False,,
covalent binding between amino and carbonyl groups,1,False,False,,,False,,
covalent bonding with fenugreek gum,1,False,False,,,False,,
covalent bonds besides disulphide bonds,1,False,False,,,False,,
covalent bonds between gel networks,1,False,False,,,False,,
covalent or non-covalent interactions between proteins,1,False,False,,,False,,
cross-linked network with large pores,1,False,False,,,False,,
cross-linking between protein molecules,1,False,False,,,False,,
crosslinked structures,1,False,False,,,False,,
crosslinking of hydrophilic alpha- and hydrophobic beta-polypeptides into large polymers,1,False,False,,,False,,
crystal structure,1,False,False,,,False,,
crystallinity,3,False,False,,,False,,
crystallinity of pea starch,1,False,False,,,False,,
decomposition temperature,1,False,False,,,False,,
degradation of 75 kDa disulfide-bound high-molecular-weight protein,1,False,False,,,False,,
degradation of an 80 kDa protein,2,False,False,,,False,,
degradation of low molecular weight protein fractions,1,False,False,,,False,,
degradation of major proteins,1,False,False,,,False,,
degradation of proteins with molecular weight of 72 and 65 kDa,1,False,False,,,False,,
"degradation of proteins with molecular weight of 80, 85 and 95 kDa",1,False,False,,,False,,
degree of denaturation,2,False,False,,,False,,
denaturation enthalpy,12,False,False,,,False,,
denaturation of the 7S globulin fraction,1,False,False,,,False,,
denaturation peak temperature,1,False,False,,,False,,
denaturation peaks,1,False,False,,,False,,
denatured β-sheet content,1,False,False,,,False,,
dense gel network structure,6,True,True,functional_property=3; structural_property=3,llm,True,high,The entity 'dense gel network structure' describes a microstructural feature of the gel.
dense network structure,1,False,False,,,False,,
denser and finer gel network,2,False,False,,,False,,
denser and more continuous three-dimensional structure,1,False,False,,,False,,
denser filler-type three-dimensional network structure,1,False,False,,,False,,
denser gel structure,1,False,False,,,False,,
denser network with smaller pores,1,False,False,,,False,,
denser pore structure,1,False,False,,,False,,
denser protein clusters,1,False,False,,,False,,
denser protein gel network,2,True,True,functional_property=1; structural_property=1,llm,True,high,The entity describes the microstructure of the protein gel.
destruction of the three-dimensional gel network structure,1,False,False,,,False,,
detectability of 12S proteins,1,False,False,,,False,,
differential scanning calorimetry thermal parameters,20,False,False,,,False,,
diffraction intensity,2,False,False,,,False,,
dimer disruption,1,False,False,,,False,,
disappearance of 72–95 kDa protein bands,1,False,False,,,False,,
disappearance of α- and β-prolamin bands,1,False,False,,,False,,
disordered conformation,1,False,False,,,False,,
disordered gel structure,1,False,False,,,False,,
disordered molecular structure,1,False,False,,,False,,
disordered protein structure,1,False,False,,,False,,
disordered secondary structure,3,False,False,,,False,,
disordered structures,1,False,False,,,False,,
disordered structures and irregular fragments,1,False,False,,,False,,
disordered β-corner and irregular coil structures,1,False,False,,,False,,
dispersed microstructures,1,False,False,,,False,,
disrupted morphology,2,False,False,,,False,,
disrupted protein interactions,1,False,False,,,False,,
disruption of interactions between protein molecules,1,False,False,,,False,,
disruption of non-covalent bonds,2,False,False,,,False,,
disruption of the cell wall matrix,1,False,False,,,False,,
dissociation of arachin and conarachin II bands,1,False,False,,,False,,
disulfide bond content,19,True,False,structural_property=16; physicochemical_property=3,llm,True,high,Disulfide bonds are a structural feature influencing protein folding and stability.
disulfide bond cross-linking,2,False,False,,,False,,
disulfide bond formation,1,False,False,,,False,,
disulfide bond interactions,1,False,False,,,False,,
disulfide bonds,7,False,False,,,False,,
disulfide groups,2,False,False,,,False,,
disulphide bond formation,4,False,False,,,False,,
electrophoretic patterns,1,False,False,,,False,,
elementary protein particle homogeneity,1,False,False,,,False,,
emission maximum wavelength,4,False,False,,,False,,
emission wavelength,1,False,False,,,False,,
end set temperature,1,False,False,,,False,,
endothermic peak temperature and endothermic peaks,3,False,False,,,False,,
endset temperature,1,False,False,,,False,,
enhanced gel network structure and stability,1,False,False,,,False,,
enthalpy,18,False,False,,,False,,
enthalpy change,8,False,False,,,False,,
enthalpy of thermal denaturation,1,False,False,,,False,,
etching phenomena,1,False,False,,,False,,
exposed sulfhydryl groups,2,False,False,,,False,,
exposure of hydrophilic regions or residues,2,True,True,structural_property=1; physicochemical_property=1,llm,True,medium,The entity describes a structural feature related to protein conformation.
exposure of tryptophan residues,1,False,False,,,False,,
extent of lysine modification,2,False,False,,,False,,
fiber network structure,1,False,False,,,False,,
finer and more uniform network structure,2,False,False,,,False,,
flocculent aggregates,1,False,False,,,False,,
fluffy honeycomb structure with pores,2,False,False,,,False,,
fluorescence intensity,60,False,False,,,False,,
fluorescence intensity of aromatic amino acid residues,1,False,False,,,False,,
folded conformation,1,False,False,,,False,,
formation of covalent and non-covalent bonds,1,False,False,,,False,,
formation of disulfide-linked large aggregates and polymers,2,False,False,,,False,,
"formation of new aldehydes, ketones, and carboxylic acids",2,False,False,,,False,,
fourier-transform infrared spectroscopy frequency shifts,1,False,False,,,False,,
fourier-transform infrared spectroscopy peak at ∼2939 cm−1,1,False,False,,,False,,
fourier-transform infrared spectroscopy peak intensity at ∼1107 cm−1,1,False,False,,,False,,
fourier-transform infrared spectroscopy peak intensity at ∼996 and ∼1018 cm−1,1,False,False,,,False,,
fourier-transform infrared spectroscopy peak intensity between 1244 and 1429 cm−1,1,False,False,,,False,,
fourier-transform infrared spectroscopy peaks at ∼1018 and ∼1107 cm−1,1,False,False,,,False,,
fourier-transform infrared spectroscopy spectral changes at amide I and hydroxyl group bands,1,False,False,,,False,,
fourier-transform infrared spectroscopy-attenuated total reflectance spectral intensity in the 3200–3400 cm−1 range,1,False,False,,,False,,
"fragmented, irregular, wrinkled, and porous particle morphology",1,False,False,,,False,,
free reactive thiol groups,1,False,False,,,False,,
free sulfhydryl concentration,1,False,False,,,False,,
free thiol groups,1,False,False,,,False,,
functional groups,3,False,False,,,False,,
gel formation temperature,1,False,False,,,False,,
gel microstructure assessment,2,False,False,,,False,,
gel network,1,False,False,,,False,,
gel network random aggregation,1,False,False,,,False,,
gel network structure,2,True,True,structural_property=1; rheological_property=1,llm,True,high,The entity 'gel network structure' describes a microstructural feature of the gel.
gel pore enlargement,1,False,False,,,False,,
gel voids and roughness,1,False,False,,,False,,
gel-like network structure,1,False,False,,,False,,
gel-network microstructure,2,False,False,,,False,,
gelation temperature,3,False,False,,,False,,
glass transition temperature,2,False,False,,,False,,
glass-like morphology,1,False,False,,,False,,
glass-like structures with rough surfaces and cavities,1,False,False,,,False,,
globular protein particles,1,False,False,,,False,,
heat coagulability,1,False,False,,,False,,
helical structural changes,1,False,False,,,False,,
heterogeneity in gel microstructure,1,False,False,,,False,,
heterogeneous sheet structures,2,False,False,,,False,,
heterogeneously-sized protein aggregates,2,False,False,,,False,,
hierarchical structural transitions,1,False,False,,,False,,
high molecular weight protein aggregates,5,False,False,,,False,,
high thermal stability,1,False,False,,,False,,
high-molecular-weight smearing,1,False,False,,,False,,
high-molecular-weight sodium dodecyl sulfate-PAGE band intensity,1,False,False,,,False,,
high-molecular-weight streaking,1,False,False,,,False,,
highly aggregated state,1,False,False,,,False,,
holes in the protein matrix,1,False,False,,,False,,
homogeneous and dense network structure,1,False,False,,,False,,
homogeneous fine-stranded gel networks,1,False,False,,,False,,
homogenous microstructure,1,False,False,,,False,,
hydrogen bond content,1,False,False,,,False,,
hydrogen bond formation,1,False,False,,,False,,
hydrogen bond strength,1,False,False,,,False,,
hydrogen bonding,5,False,False,,,False,,
hydrogen bonding intensity,1,False,False,,,False,,
hydrogen bonding interactions,1,False,False,,,False,,
hydrogen bonds,8,False,False,,,False,,
hydrogen bonds in the gel network,1,False,False,,,False,,
hydrophobic interactions,7,False,False,,,False,,
hydrophobic interactions and hydrogen bonding,1,False,False,,,False,,
hydrophobic interactions between Ficus awkeotsang Makino pectin and Pea protein isolate,1,False,False,,,False,,
hydroxyl group vibration peak broadening,1,False,False,,,False,,
individual subunit structure,1,False,False,,,False,,
infrared absorbance,2,False,False,,,False,,
insoluble protein-polyphenol aggregates,1,False,False,,,False,,
intact and native protein state,1,False,False,,,False,,
intensity of 63 and 40 kDa protein bands,1,False,False,,,False,,
intensity of 65 and 30 kDa protein bands,1,False,False,,,False,,
intensity of protein bands below 20 kDa,3,False,False,,,False,,
intensity of small peptide bands soluble in 10% trichloroacetic acid,1,False,False,,,False,,
inter-aggregate connectivity,1,False,False,,,False,,
interaction between Ficus awkeotsang Makino pectin and Pea protein isolate,2,False,False,,,False,,
intermediate conformational accessibility,1,False,False,,,False,,
intermolecular beta-sheet aggregates,4,False,False,,,False,,
intermolecular beta-sheet components,1,False,False,,,False,,
intermolecular interactions through disulfide bridging,2,False,False,,,False,,
intra-aggregate interactions,1,False,False,,,False,,
intramolecular hydrogen bonds,1,False,False,,,False,,
intrinsic fluorescence intensity,3,False,False,,,False,,
ionic bonds,4,False,False,,,False,,
irregular melt conformations,1,False,False,,,False,,
irreversible conformational change,1,False,False,,,False,,
irreversible protein denaturation,1,False,False,,,False,,
irreversible protein unfolding,1,False,False,,,False,,
irreversible thermal transitions,1,False,False,,,False,,
lamellar architectures,1,False,False,,,False,,
lamellar stacking structure,1,False,False,,,False,,
large protein aggregates,8,True,False,structural_property=7; material_used_directly=1,llm,True,high,The entity 'large protein aggregates' is consistently described as a structural feature affecting gelation.
large protein polymers,1,False,False,,,False,,
larger aggregates,3,False,False,,,False,,
legumin-to-vicilin ratio,8,False,False,,,False,,
less dense and organized structure,1,False,False,,,False,,
less ordered protein structure,1,False,False,,,False,,
less ordered structure,1,False,False,,,False,,
less porous protein network,1,False,False,,,False,,
liberation of protein subunits,1,False,False,,,False,,
lipid droplet inclusions,1,False,False,,,False,,
lipoxygenase band intensity,1,False,False,,,False,,
localized protein aggregation,1,False,False,,,False,,
loose and porous surface morphology,2,False,False,,,False,,
loose structure,1,False,False,,,False,,
"loose structure, rough surface, larger pores, and poorer stability",1,False,False,,,False,,
loosen matrix structure,1,False,False,,,False,,
loosened molecular conformation,1,False,False,,,False,,
loss of protein matrix compaction,1,False,False,,,False,,
low-molecular-weight sodium dodecyl sulfate-PAGE band intensity,1,False,False,,,False,,
macromolecular aggregation,1,False,False,,,False,,
macromolecular polymers or insoluble aggregates,1,False,False,,,False,,
major protein bands,1,False,False,,,False,,
major protein structures,1,False,False,,,False,,
maximum absorption wavelength,1,False,False,,,False,,
maximum degradation temperature,2,False,False,,,False,,
maximum emission wavelength,5,False,False,,,False,,
maximum fluorescence absorption wavelength,1,False,False,,,False,,
maximum fluorescence absorption wavelength red shift,1,False,False,,,False,,
maximum fluorescence emission wavelength,1,False,False,,,False,,
maximum fluorescence intensity,2,False,False,,,False,,
maximum tryptophan fluorescence intensity,1,False,False,,,False,,
medium molecular weight polypeptides,1,False,False,,,False,,
melting temperature,2,False,False,,,False,,
microglobular protein structure,1,False,False,,,False,,
microstructure,7,False,False,,,False,,
microstructure disruption,1,False,False,,,False,,
minor conformational changes,1,False,False,,,False,,
mixed network structure with random aggregates and fine-structure regions,1,False,False,,,False,,
molecular aggregation and steric hindrance effects,1,False,False,,,False,,
molecular bands,1,False,False,,,False,,
molecular flexibility,3,False,False,,,False,,
molecular mass distribution,2,False,False,,,False,,
molecular size distribution,2,False,False,,,False,,
molecular weight,15,True,False,structural_property=13; physicochemical_property=2,llm,True,high,Molecular weight is consistently discussed in the context of protein structure analysis.
molecular weight changes,1,False,False,,,False,,
molecular weight distribution,4,False,False,,,False,,
molecular weight of glycinin,1,False,False,,,False,,
molecular weight of protein fractions,1,False,False,,,False,,
molecular weight pattern,1,False,False,,,False,,
molecular weight protein bands,3,False,False,,,False,,
molten globule state,1,False,False,,,False,,
more compact gel network,1,False,False,,,False,,
more continuous filamentous networks with reduced aggregation,1,False,False,,,False,,
more homogeneous network,1,False,False,,,False,,
"more homogeneous, finer gel network structure",1,False,False,,,False,,
more stable and ordered secondary structure,1,False,False,,,False,,
more uniform dispersion,1,False,False,,,False,,
more uniform gel pores,1,False,False,,,False,,
morphological alteration,1,False,False,,,False,,
morphology,1,False,False,,,False,,
nanoscale aggregates,2,True,True,material_used_directly=1; structural_property=1,llm,True,high,Nanoscale aggregates are described as structural features formed through interactions.
native beta-sheet content,2,False,False,,,False,,
native state of the protein,1,False,False,,,False,,
near-ultraviolet circular dichroism positive-band intensity,1,False,False,,,False,,
network cross-linking density,1,False,False,,,False,,
network structure,1,False,False,,,False,,
network structure homogeneity and density,2,False,False,,,False,,
network uniformity and density,1,False,False,,,False,,
new aggregates,1,False,False,,,False,,
new chemical groups,1,False,False,,,False,,
new crystalline structures,1,False,False,,,False,,
new fourier-transform infrared spectroscopy peak,1,False,False,,,False,,
non-discrete peptides,1,False,False,,,False,,
non-mobile water proportion (P21),1,False,False,,,False,,
number of cells,3,False,False,,,False,,
number of holes,4,False,False,,,False,,
onset gelatinization temperature,1,False,False,,,False,,
onset gelling temperature (T gel),4,False,False,,,False,,
onset temperature,8,False,False,,,False,,
ordered aggregation,1,False,False,,,False,,
ordered and compact network structure,1,False,False,,,False,,
ordered microstructure,1,False,False,,,False,,
ordered secondary structure,1,False,False,,,False,,
ordered structures,2,False,False,,,False,,
overall conformation,2,False,False,,,False,,
overall protein structure,1,False,False,,,False,,
oxygen-containing structures,1,False,False,,,False,,
parallel β-sheet content,1,False,False,,,False,,
partial breakage of insoluble dietary fibre into smaller soluble fibre chains,1,False,False,,,False,,
partial coalescence in the emulsion microstructure,1,False,False,,,False,,
partial conversion of insoluble dietary fibre to soluble polysaccharides,1,False,False,,,False,,
partial denaturation,1,False,False,,,False,,
partial protein denaturation,5,False,False,,,False,,
partial protein unfolding and aggregation,2,False,False,,,False,,
partial unfolding,3,False,False,,,False,,
partial unfolding of secondary structure,1,False,False,,,False,,
particle aggregation,5,False,False,,,False,,
peak denaturation temperature,9,False,False,,,False,,
peak gelatinization temperature,2,False,False,,,False,,
peak gelatinization temperature and enthalpy change,1,False,False,,,False,,
peak intensity at 1535 cm−1,2,False,False,,,False,,
peak intensity at 2924 cm−1,1,False,False,,,False,,
phosphate groups in protein molecules,1,False,False,,,False,,
phosphate groups in soy protein isolate molecules,1,False,False,,,False,,
plate-like morphology,1,False,False,,,False,,
polymer formation,2,False,False,,,False,,
polypeptide composition,3,False,False,,,False,,
polypeptide degradation into smaller fragments,1,False,False,,,False,,
pore depth,1,False,False,,,False,,
pore formation and fragmentation of protein particles,1,False,False,,,False,,
pore size,3,False,False,,,False,,
pore structure,1,False,False,,,False,,
pore-like structure,1,False,False,,,False,,
pores and irregular melt conformations in lamellar structure,1,False,False,,,False,,
pores and melt conformations,1,False,False,,,False,,
pores in gel structure,1,False,False,,,False,,
porosity,3,True,False,structural_property=2; physicochemical_property=1,llm,True,high,Porosity is consistently described as a feature of the microstructure in gel networks.
porous network morphology,1,False,False,,,False,,
primary chemical bonds of the protein backbone,1,False,False,,,False,,
primary structure,6,False,False,,,False,,
primary structure changes,1,False,False,,,False,,
protein aggregates,3,False,False,,,False,,
protein aggregation,38,False,False,,,False,,
protein aggregation and formation of new chemical bonds,1,False,False,,,False,,
protein aggregation and subunit splitting,1,False,False,,,False,,
protein aggregation during heating and gelation,1,False,False,,,False,,
protein backbone alterations,1,False,False,,,False,,
protein band intensity,4,False,False,,,False,,
protein band intensity at 17 kDa,1,False,False,,,False,,
protein band pattern,3,False,False,,,False,,
protein band profile,1,False,False,,,False,,
protein bands <25 kDa,3,False,False,,,False,,
protein bands >35 kDa,1,False,False,,,False,,
protein bodies,1,False,False,,,False,,
protein compaction,1,False,False,,,False,,
protein conformation change,4,False,False,,,False,,
protein cross-linking and aggregation,1,False,False,,,False,,
protein cross-links,1,False,False,,,False,,
protein degradation,3,False,False,,,False,,
protein denaturation and unfolding,46,True,False,structural_property=44; modification_method=2,llm,True,high,Denaturation and unfolding describe changes in protein structure.
"protein denaturation, aggregation, and crosslinking",1,False,False,,,False,,
protein depolymerization,1,False,False,,,False,,
protein dissociation into lower molecular weight fragments,3,False,False,,,False,,
protein folding and unfolding,1,False,False,,,False,,
protein fragmentation,3,False,False,,,False,,
protein matrix structure,1,False,False,,,False,,
protein molecular conformation,1,False,False,,,False,,
protein molecular structure unfolding,1,False,False,,,False,,
protein molecule shrinkage and deformation,1,False,False,,,False,,
protein particle aggregation,1,False,False,,,False,,
protein particle connection,1,False,False,,,False,,
protein profile,4,False,False,,,False,,
protein reassembling phenomena,1,False,False,,,False,,
protein structural alterations,1,False,False,,,False,,
protein structural unfolding,2,False,False,,,False,,
protein structure,1,False,False,,,False,,
protein structure expansion,1,False,False,,,False,,
protein structure folding,1,False,False,,,False,,
protein subunit fragmentation,1,False,False,,,False,,
protein unfolding,2,False,False,,,False,,
"protein unfolding, unordered structure, β-turn structure, and solubility",1,False,False,,,False,,
protein-concentrated microdomains caused by excluded-volume effects,1,False,False,,,False,,
protein-fat agglomeration,1,False,False,,,False,,
protein-pectin aggregation,1,False,False,,,False,,
protein-protein interactions,2,False,False,,,False,,
radius of gyration,1,False,False,,,False,,
random coil,13,False,False,,,False,,
random coil conformation,1,False,False,,,False,,
random coil content,51,False,False,,,False,,
random coil proportion,1,False,False,,,False,,
random coil structure,6,False,False,,,False,,
random coiling of protein structure,1,False,False,,,False,,
random-coil structural changes,1,False,False,,,False,,
reactive sulfhydryl content,1,False,False,,,False,,
red shift in maximum emission wavelength of tryptophan,1,False,False,,,False,,
relative crystallinity,3,False,False,,,False,,
relative fluorescence intensity,7,False,False,,,False,,
relatively loose protein structure,2,False,False,,,False,,
residual denaturation enthalpy,2,False,False,,,False,,
residual high-molecular-weight smear after reduction,1,False,False,,,False,,
rigid lamellar structure,1,False,False,,,False,,
"rough, porous, and disordered surface microstructure",1,False,False,,,False,,
rupture of native structures into smaller fragments,1,False,False,,,False,,
secondary and tertiary structure alterations,1,False,False,,,False,,
secondary protein structure,1,False,False,,,False,,
secondary structure,46,False,False,,,False,,
secondary structure alterations and modifications,5,False,False,,,False,,
secondary structure changes,1,False,False,,,False,,
secondary structure composition,1,False,False,,,False,,
secondary structure disorganization,1,False,False,,,False,,
secondary structure of proteins,1,False,False,,,False,,
secondary structure rearrangement,1,False,False,,,False,,
segregative phase separation between glutelins and alkali-soluble cell wall dietary fibres,1,False,False,,,False,,
selective protein breakdown,1,False,False,,,False,,
sheet structures,2,False,False,,,False,,
signal intensity,2,False,False,,,False,,
single endothermic peak,1,False,False,,,False,,
size of holes,1,False,False,,,False,,
small molecular weight fractions (<1000 Da),2,False,False,,,False,,
smaller oil droplets,2,False,False,,,False,,
smaller protein aggregates,1,False,False,,,False,,
smoother and more compact surface microstructure,1,False,False,,,False,,
smoother biomass surface,3,False,False,,,False,,
sodium dodecyl sulfate-polyacrylamide gel electrophoresis band intensity,1,False,False,,,False,,
sodium dodecyl sulfate-polyacrylamide gel electrophoresis band pattern,3,False,False,,,False,,
sodium dodecyl sulfate-polyacrylamide gel electrophoresis band profile,1,False,False,,,False,,
sodium dodecyl sulfate-polyacrylamide gel electrophoresis pattern with reducing and non-reducing conditions,2,False,False,,,False,,
soluble protein aggregates,1,False,False,,,False,,
solvent accessible surface area,1,False,False,,,False,,
spatial protein conformation change,1,False,False,,,False,,
spectral profiles,1,False,False,,,False,,
spherical particle structure,1,False,False,,,False,,
stable calcium–peptide complexes,1,False,False,,,False,,
stable cohesive films around the air vacuoles,1,False,False,,,False,,
stable complexes,2,False,False,,,False,,
starch and protein structure and interactions,1,False,False,,,False,,
starch granule and protein matrix microstructure,2,False,False,,,False,,
starch granule structure,2,False,False,,,False,,
starch granule swelling,1,False,False,,,False,,
starch granules,1,False,False,,,False,,
steric hindrance,1,False,False,,,False,,
storage protein composition and aggregation behavior,1,False,False,,,False,,
stronger hydrogen bonds,1,False,False,,,False,,
structural aggregation,1,False,False,,,False,,
structural alterations,2,False,False,,,False,,
structural and conformational modifications,2,False,False,,,False,,
structural changes,6,False,False,,,False,,
structural changes in the protein,1,False,False,,,False,,
structural deterioration,1,False,False,,,False,,
structural disorder,1,False,False,,,False,,
structural instability,1,False,False,,,False,,
structural integrity,1,False,False,,,False,,
structural rearrangement,3,False,False,,,False,,
structural stability,3,False,False,,,False,,
structural unfolding,2,False,False,,,False,,
structure,1,False,False,,,False,,
structured solution,1,False,False,,,False,,
subunit aggregation,2,False,False,,,False,,
subunit bands,1,False,False,,,False,,
subunit composition,2,False,False,,,False,,
sulfhydryl groups-group content,1,False,False,,,False,,
sulfhydryl groups-groups,1,False,False,,,False,,
sulfhydryl-disulfide bond conversion,1,False,False,,,False,,
supramolecular assemblies,1,False,False,,,False,,
surface characteristics,1,False,False,,,False,,
surface irregularities,1,False,False,,,False,,
surface morphology,2,False,False,,,False,,
surface pore size and density,1,False,False,,,False,,
surface roughness,3,False,False,,,False,,
"surface striations, cracks, and cavities",1,False,False,,,False,,
t2,1,False,False,,,False,,
ternary conformation,2,False,False,,,False,,
tertiary and quaternary structural alterations,1,False,False,,,False,,
tertiary and quaternary structures,1,False,False,,,False,,
tertiary conformation,1,False,False,,,False,,
tertiary structure,4,False,False,,,False,,
tertiary structure modification,3,False,False,,,False,,
tertiary structure unfolding,1,False,False,,,False,,
thermal behavior,3,False,False,,,False,,
thermal denaturation,1,False,False,,,False,,
thermal denaturation temperature,6,False,False,,,False,,
thermal energy requirement,1,False,False,,,False,,
thermal properties,4,False,False,,,False,,
thermal stability,37,False,False,,,False,,
thermal transition temperature,5,False,False,,,False,,
thermodynamic stability,3,False,False,,,False,,
thiol-disulfide bond conversion capacity,1,False,False,,,False,,
three-dimensional gel network,1,False,False,,,False,,
three-dimensional protein conformation,1,False,False,,,False,,
tightly packed cells,1,False,False,,,False,,
tiny protein particles,1,False,False,,,False,,
total alpha-helix and beta-sheet content,1,False,False,,,False,,
transformation of alpha-helix and beta-sheet into beta-turn and random coil,1,False,False,,,False,,
transition temperature,2,False,False,,,False,,
transverse relaxation behavior,1,False,False,,,False,,
transverse relaxation time,10,False,False,,,False,,
transverse relaxation time of immobilized water,2,False,False,,,False,,
tryptophan emission maximum,2,False,False,,,False,,
tryptophan exposure to a hydrophilic environment,1,False,False,,,False,,
tryptophan intrinsic fluorescence intensity,1,False,False,,,False,,
two endothermic transitions,1,False,False,,,False,,
types of dominant intermolecular forces,1,False,False,,,False,,
ultraviolet absorption peak intensity,8,False,False,,,False,,
uneven particle surface morphology,1,False,False,,,False,,
unfolded and flexible secondary structures (β-turn and random coil),1,False,False,,,False,,
unfolded protein content,1,False,False,,,False,,
unfolding of peanut protein isolate molecules,2,False,False,,,False,,
uniform porous network structure,2,False,False,,,False,,
